,GEOID,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
19,01039,125.31694713142348,156.46598095627306,205.03491485785253,246.70299885435875,276.54388427734375,272.9847552376504,261.42582219283776,244.46219952506308,214.95261899580868,187.37382251431484,143.6144383590414,112.31455173847839
20,01041,122.77908918592665,154.3020063612196,201.96866743299697,245.48268330891926,277.1873087565104,277.2903065999349,267.94835069444446,248.3221683078342,214.48511912027996,184.93373141818577,140.69957241482206,109.42260047064887
21,01043,107.26595343613043,136.06670522302147,182.97296229416762,234.4784898215193,263.433134001445,279.0053986340034,266.7620184673526,248.45099137469035,213.79723215490822,172.19730681132495,126.32313599625255,95.40902604514021
22,01045,126.33281102131322,157.65751018720803,204.83109448619726,249.61002876832313,282.1280429486147,276.4850007676587,266.7735850540633,247.05590191084084,215.06721638158425,185.91391777746458,144.2339243151478,111.91875324052634
23,01047,119.18748627699814,149.8196749005999,195.77002656614624,242.07113231312144,276.28768722732343,279.9342710817015,268.3129086184811,250.7637613469904,215.99183971850903,182.48508810068105,136.88854901202313,105.53443844287426
24,01049,106.16155010461807,134.85653138160706,181.16496973713552,233.2148722410202,263.1661310195923,278.1780230998993,264.423659324646,245.2443858385086,209.5273425579071,170.45366442203522,124.21041196584702,93.71000874042511
25,01051,119.0663220152563,149.02796702482263,194.80870928083147,241.39079378089127,273.6792861004265,278.9923232720823,268.2531152841996,248.54526348503268,213.18674827108578,180.2850671884965,135.65502711704798,103.84034331963987
26,01053,124.75017740885417,155.31246775309245,204.64727366129557,246.0534336344401,275.4663201904297,272.5012990315755,258.908744913737,242.75405588785807,215.85400278727212,188.34373189290363,143.93154845781774,112.54974365234375
27,01055,109.18773798195713,136.721629315112,183.10918913691876,234.40411749118712,263.51210113893075,277.07025514166037,265.1739465184959,246.5486738825419,210.93029748388085,172.57997829942818,126.98559432431875,94.70799273755176
28,01057,109.90275287628174,139.38150038946242,185.07708246140254,234.47036685035343,266.09507765997023,280.113575671968,268.01424531482513,249.38336806524367,215.94727812267485,174.15733351934523,128.10721660795667,97.57534833635603
29,01059,105.76495615641277,133.72266599867078,180.57113237734194,232.49424362182617,263.53903735125505,282.8542460688838,269.0870949074074,249.18469718650536,214.51766996030454,169.5832465842918,124.60127456099899,93.10814073350694
30,01061,128.4178943210178,159.93853149414062,208.0736560397678,251.03552914737315,282.961026679145,275.7811533610026,264.6950595431858,245.56884104410807,216.7902152167426,188.27975362141927,146.39713762071398,114.33223385281033
31,01063,114.85654838562012,144.58041046142577,190.7511363220215,237.1114044189453,271.35399139404296,284.28990295410154,269.21638916015627,251.72101928710939,217.7645718383789,179.52271602129696,132.4462860107422,102.67013328552247
32,01065,115.99599217433556,146.1009163431602,191.97853372611252,238.5272652121151,272.8005015055339,283.48005197562424,269.73985290527344,252.1563924153646,217.39766648236443,180.2567657769895,133.25230901381548,103.19774859559303
33,01067,126.77655939308994,158.0696306343538,204.6776908047228,250.4687220561935,283.9610614087208,277.1421045510166,267.6456515760307,247.40456932711314,214.8560493193477,185.17843903690937,144.2663000635354,111.93014967585185
34,01069,129.59056240579358,160.28896004813058,207.96203928408414,252.99667275470236,286.46437470809275,276.47805454420006,267.23110928742784,246.64719374283501,216.78168769504714,187.81666946411133,146.82984824802566,114.86323265407397
35,01071,102.25285889672452,130.56300074676346,177.15750180437266,229.5635212549095,259.4743329657883,279.19757847186645,264.5511102728505,246.45774491106877,209.25386706076034,167.55269660324348,121.0442251403475,90.67812443300674
36,01073,111.73682538713727,140.2393954031808,187.40609074735093,236.27887860979354,266.43197823660716,276.26589425223216,264.143154296875,247.16573974609375,212.68494114467074,175.3256373814174,129.8534824044364,98.53698987688337
37,01075,109.21275467568256,138.68620738577334,184.2537947309778,233.51528524845205,266.8961145928566,283.080111889129,269.2863234653268,250.31062430523812,217.60909319938497,173.64937981138837,127.4224181479596,96.58998586776409
38,01077,102.67427346365793,131.22567690894718,177.6045379638672,230.5077693645771,261.4751456124442,282.9212745303199,269.8215858096168,248.2800740559896,214.1328369140625,167.57009538922992,122.18422575451079,89.84762754894439
39,01079,104.99113745059607,133.1660138256145,180.4349902171009,232.9625899116948,262.8004516025759,280.4348334546359,267.48929523971844,248.4947515578497,213.64863053807673,169.55744905291863,124.10834078518849,93.16268424268038
40,01081,120.09250124295552,150.88825607299805,195.308012008667,243.0066645940145,275.4782651265462,277.90724754333496,268.0220775604248,246.33274428049722,211.25955692927042,179.7527845700582,136.3706955909729,105.65809241930644
41,01083,102.54805705858314,130.94399982949963,178.59051994655442,232.27103885189518,262.6596540368122,282.1536812160326,268.5846942404042,249.29679207179856,214.09057147686298,168.6162465966266,122.24670327228048,90.879510630732
42,01085,120.76097151812385,152.06777351443506,198.23029333803834,243.80712864979975,276.7434387207031,279.6051320308397,268.53942973673844,250.54351050112427,215.51950534852614,182.80249510692948,138.61623799299994,106.72213001411502
43,01087,120.63177661506496,151.0936615613042,197.02127822564572,243.32953659369022,276.0344711615115,278.9707840900032,269.85498233717317,248.21408158905652,212.79507555280412,180.6272867942343,137.32531551438936,105.8867664726413
44,01089,102.05906166707663,129.95997160717957,178.43678260745858,231.15227904355615,261.450104907043,279.9014589696898,265.6314552708676,247.6360555089506,212.23421369280135,168.47591704174988,121.79196993031896,91.03886218537065
45,01091,118.47454828758762,149.45912651166523,194.6410278947386,240.9923850281598,274.46653484476025,280.57273091355415,268.55344735759576,250.55095902534381,217.32075270561322,182.53047284688034,136.58931000591957,106.46088545289759
46,01093,107.36460804117137,136.22505003830483,182.03551680466225,232.5884623034247,264.4306513247283,281.3003632117962,267.5745315551758,248.43429118189317,215.61770432570884,171.7181826624377,125.70467672676875,94.3136469523112
47,01095,105.52113474970278,133.7388433641003,180.97801175681494,233.15171682706443,262.2848294165827,280.39639807260164,267.36136717437415,247.81734704458586,212.0580777404129,170.75821201775665,124.58236792779738,93.56283651372438
48,01097,126.01958158064862,156.17993794655314,202.78338257147342,246.63315356507593,276.9842206993882,273.33193736173666,256.116831098284,242.05577858126892,217.55206080845423,190.37636239188058,146.11926082688936,114.51017967535525
49,01099,122.24439587170565,153.00789709936214,201.1434703778617,244.00148657303822,275.3654393063316,277.2517375704608,264.22982729772093,248.30001357839078,216.37264734582055,186.0401876656113,141.49258422851562,110.15140871458416
50,01101,121.0835694812593,152.3396728757828,198.46139078291637,244.45121426052518,276.17340208992124,279.1133091033451,269.8848135811942,250.2122773670015,213.98789844815693,182.37681567479694,138.48790874178448,106.6690795535133
51,01103,104.6981869727066,132.84205124058676,180.73249156204696,233.16449808337026,262.27477303731075,280.07464442302273,266.7539490375322,248.03956887156693,213.18642150249678,170.04799266697205,124.04572736602469,92.99832757314046
52,01105,117.08026076199715,147.2927753381562,192.80785838344642,239.1870561566269,273.33486242461623,280.78901297586003,268.57415209318464,249.93094193307977,215.6136603104441,180.21097698546293,134.1315209907398,103.72671957183303
53,01107,112.17315259187117,141.68527409650278,187.86489901335344,235.49495453765428,269.2716442605724,284.0051074926404,269.15744947350544,251.58996725773466,217.67037729973342,176.978799018307,130.22660783408344,99.84591442605723
54,01109,122.94678520910519,154.92200698066003,202.06820159597495,246.65733636285842,278.8744129298889,277.87287934621173,268.50839548012647,247.97560575819506,214.36840914696762,184.35786139104783,141.03879570715208,109.39449263110603
55,01111,115.60011092476223,144.58189474126345,189.48684856455813,239.07930517709383,269.1530072612147,277.31111817718835,265.4690574728033,246.29944126580352,208.57011134650116,175.92959627541163,131.11747167443716,100.69912834577663
56,01113,121.82509114790936,152.88103921072823,198.2738547811703,244.274662562779,278.0491955815529,277.9451792191486,267.53436434998804,246.42193510094467,211.703034848583,180.68550452407524,138.35751342773438,107.0861347743443
57,01115,111.46133520088944,139.28975423177084,186.0499349855909,236.3937593347886,264.69580975700825,276.473149617513,264.95662644330196,247.12807434680414,211.44544354607078,174.8820998247932,129.07129654229857,96.49390239341587
58,01117,113.93013858055883,142.29125669021016,189.1185152512188,237.07297332527102,267.9677857391594,276.5228910224382,264.77187093098956,245.97634237126786,211.56860505333242,176.6232768214026,130.92546909539274,98.68975114452746
59,01119,115.71369874981087,146.06226477824467,191.86730355276188,238.2786291417941,271.4963155976424,282.8382157876458,267.1671952798333,250.90762296864685,218.01059733646017,180.71434354110502,134.00928916393872,104.04475080463249
60,01121,114.14977623051048,141.9030526968149,189.04171909430087,238.1358598236345,267.5620850131043,276.26077557425214,265.0193515353733,247.5521036783854,210.48419202494824,176.21206978039865,131.0488026936849,98.73647680038061
61,01123,117.82625097291083,147.23788895566238,192.5496817042685,240.45591866256845,272.36192804320245,279.26290710970886,268.39463793110644,248.1231669890575,212.3406709850344,178.6062772049863,134.1741452991453,102.5997091440054
62,01125,112.77240249345887,142.15040365255103,188.74267903549412,235.82996872236143,268.80028231638784,280.8117256884305,267.3665310104876,249.29671384703437,215.40905624965453,177.42940406079563,130.89605410593862,100.57094602764778
63,01127,109.71912199451077,138.95321618357013,184.91602054719002,234.73822944395005,265.2763644802955,278.1655539235761,266.75246306388607,248.30563465241462,214.38963354787518,173.66628696072488,128.00367669136293,96.9635611503355
64,01129,122.2651037488665,152.79956417992003,198.07062585013253,243.1363625299363,272.9901660302442,276.19341695876346,261.1535708109538,247.69497426350912,217.6307341257731,186.69368162609283,141.87022000267393,111.2853372210548
65,01131,120.0308586282933,150.8358191091118,197.68872633047982,242.61709811163286,275.57090445444095,279.72071308108934,266.20630488835326,249.2808563015985,215.81402079264322,183.64490438691269,138.7602113764337,107.46335206809619
66,01133,107.26509387676532,136.1950362278865,182.17939772972693,232.81450154231146,262.95954660268933,278.3050158574031,266.02660340529224,248.12840828528772,214.54949731093186,171.46592081510104,125.63480553260216,94.91398576589731
67,04001,131.7887354651954,170.2587586640647,232.3654771462465,287.8561357308923,326.96101824478006,346.3419667578888,288.7096653218519,263.3274184262075,240.8820364621438,196.3546407863315,148.18728187254496,117.23269219967301
68,04003,155.18681499453064,194.7409885675814,254.9877642359196,311.63658484041565,343.7601759561874,340.3392660384183,282.58802054177096,267.4102342322202,247.59564091609076,216.4088002758609,170.02816928425378,143.28300963776022
69,04005,129.62536393136068,168.16802507552663,232.48396207827417,286.98977766932563,327.6934382480403,351.45799015957095,291.76412482632406,264.30017966248624,244.49449549966351,195.15475520894984,146.70101531191492,115.44031278565275
70,04007,137.35450843922487,173.94058529472605,235.5456064738442,294.2503652382657,335.48152296413303,350.14568714385337,288.4837253128641,269.36262423045446,246.521951946446,202.79155039185704,153.93929060775127,124.88473356735817
71,04009,145.54643454228528,183.99147352374277,245.3798386612044,302.8971048709098,339.61021810629495,345.0825520748914,289.71874976784693,271.729335040967,247.56106290909594,209.72016714684366,161.82502628231313,134.06178341810062
72,04011,145.1806004055587,183.86018491771122,243.6649098330981,299.28746137227097,334.64191394962677,337.28497910172973,276.6303458540407,261.5145513978723,242.6292423614084,206.2276517789658,160.1922496638886,133.06051687998314
73,04012,142.83216875030817,182.67768494421694,244.69969767081636,301.4543704933145,338.19412526776716,353.39021185866926,314.8896726293056,289.9046786439185,257.4173459859583,207.85227915018547,157.55422482103194,128.40215659475462
74,04013,142.93634547892995,182.26079846097244,242.33279659704607,301.28937001174756,338.24389275540125,352.44936120819625,310.52865125154193,286.17007133617733,256.1047670704118,207.74257549085115,157.90137129645862,129.41030339826617
75,04015,129.0163702593592,165.4794001146595,231.28629985090666,287.91430201376636,331.75576371385955,354.54496254635296,308.75331274639075,283.8092744748164,252.68336147341734,195.6504741512318,145.5839751606875,114.6111270372135
76,04017,132.05952290226864,171.80764460270763,234.2661335263264,291.1374933303721,330.54532938214425,351.1315814868824,294.75167380934494,268.63968620019114,246.1614878511546,198.50601650207557,149.39068190178648,117.18347590678447
77,04019,152.78997056891603,191.664957489954,252.17529645464015,309.31117874070657,343.8824179757695,348.81945460508115,292.07294310668004,274.9424297116232,253.15400662675958,215.47680866158586,167.45112906918138,139.5165317546086
78,04021,144.90257388972896,183.72280929364896,244.07085313876755,303.03162338511754,340.0311855010804,350.1546603910678,300.48888770492664,279.8846857075475,252.9591455027141,209.89466317115364,160.37443961277782,132.21442365019695
79,04023,157.01272257820506,195.65088290855533,256.00203934132725,313.06847510832904,344.9977828896111,339.85105270635887,264.5782419840495,257.3028953844081,244.24089000264152,216.80734753217854,172.24357269622467,144.12315402004887
80,04025,135.06123200406978,172.275731231406,233.78010294737967,292.1349329047897,333.7242890585318,354.8203434188147,296.09652591950197,270.52424698348386,248.73790475237112,201.1553259036229,151.82552477489216,121.12080071162366
81,04027,149.84512555991614,189.87781211524324,251.10998467685414,306.6945339211531,340.314091907848,352.16188274219195,316.6084186441504,293.98972521695225,260.7651515791825,213.61351377313787,162.93987952338324,135.38018693296817
82,05001,106.77381540934245,136.10179341634114,181.1619188713305,233.78029849890507,262.3786449085582,291.32746434067235,281.4282938639323,262.0376344622988,220.5243937174479,170.68984633937026,122.1963608712861,97.09877069646662
83,05003,110.87365219116211,138.66901489257813,186.1977500406901,237.07223266601562,264.5747961425781,289.4574871826172,277.12970967610676,257.6508192952474,220.5347696940104,176.9596405029297,127.5682268778483,99.30491785685221
84,05005,103.53539016220596,132.51035702883541,176.12825800298336,224.55159952352335,250.5951943869119,282.60210980425825,272.33311646849245,253.4878213065011,211.68247868464545,159.8325904594673,114.79172683548141,89.66866939670437
85,05007,104.44946043458704,134.0024293873408,173.91044543540642,221.37236555961712,249.31146647832165,281.799085852218,282.1254504478141,258.434041271471,215.35646778263458,159.91377979435333,115.81464025419052,90.89146506949646
86,05009,104.68550768085555,133.4747516407686,176.22415520163145,225.44279509899664,250.62998124664904,280.4302107867073,272.868272838026,253.954958597819,212.61940406350527,160.67756817387598,115.72470990349265,92.03075805364871
87,05011,110.07716787086343,136.8056751467147,183.7032696705944,233.50944504647885,259.73113897414436,287.0239476617777,275.6168051665684,255.81786216879792,218.4165433487802,174.14661119569024,125.12560336994675,99.78958957600143
88,05013,109.86039622779032,135.70516612228838,182.13750317027268,232.12649965749205,257.64501271664517,286.0908014634076,277.2554842754475,255.87187402225234,217.60006002777988,172.75363914711963,124.17008624030548,99.41662997643924
89,05015,104.70523638429894,133.78027775857302,175.3791713208224,224.51992068670492,249.70243187288267,280.4997572097103,275.27636340656113,254.96365504982197,212.83434450942858,160.31315720819794,115.60307987179377,92.25487633089048
90,05017,110.15805634664834,139.06025947780785,187.94100952148438,238.7778348310278,267.2678858205813,292.1566453286267,281.4207262511647,260.9368118146144,223.15969554656144,178.81003514042607,128.93216313353372,99.0642920677815
91,05019,109.08807591830983,134.49377710679,177.719492856194,228.22741923612708,250.60136323816636,282.61781355913945,277.172290577608,257.17221397117333,217.29770379907944,167.43293582691865,119.52659298391903,97.52738223356359
92,05021,100.70303451680691,130.71301412136756,175.89834309515552,229.1090796639986,259.1417344708309,290.34437233042496,278.82123316114195,257.47420908134677,212.41167685250255,160.476087481062,112.26492666084076,87.30753026944454
93,05023,105.01934266090393,135.06189759572348,178.41421365737915,225.8599173227946,250.8935980796814,283.01764583587646,270.96729373931885,252.58238776524863,212.85548861821493,162.27196153004965,115.58573571840923,93.4336937268575
94,05025,108.33733784783747,134.969612829464,181.37685370691042,231.38515102740416,257.2827063491664,287.04234392618395,276.7015903118959,256.602807428419,218.14644819436614,170.53373435108932,122.14082328560426,98.39552307128906
95,05027,111.79875023883322,137.0869227442248,182.45483635211812,233.52507045351226,258.2479750534584,284.2784439613079,279.6888585583917,260.79707546891837,219.898107989081,173.71201543393343,124.80302968518487,101.17889325372104
96,05029,105.83400166829428,134.9021728850983,177.774661556705,225.6701904967591,250.02522311367832,280.24100469232917,274.652579842033,255.69535039545414,215.54605219914362,163.83789682912303,116.52168584131933,94.47350495726198
97,05031,102.1258992795591,132.40924927898658,177.5292159186469,230.1307977747034,261.8907830980089,292.3492324263961,278.42287897180626,258.2005769235116,214.43553712632922,163.2163252653899,114.8219345940484,89.66566269486039
98,05033,106.07101661928239,134.75049172678303,174.3545665125693,221.3640637141402,246.1631612470073,277.7288539435274,281.30271271736393,258.5082532000798,216.33461589197958,161.62319979103663,116.16185497981246,93.78477699525895
99,05035,102.40298439474667,130.70883238549325,176.60207531498926,229.98316222546148,262.6544401879404,290.115541046741,278.93877605363434,260.2774435305128,216.48752414478975,166.8233533373066,117.55432951684092,90.23378200157016
100,05037,103.09022186614655,132.3276630443531,177.88518549321773,230.62274371136675,261.8966792179988,291.8111344222184,279.4139739654876,260.70921879024297,216.43465901469136,165.6326431442093,116.90514574994097,91.4347657423753
101,05039,109.1379929988756,135.12003645463423,179.99804201993075,230.49965182217684,253.95099196000533,285.4984610817649,277.0920587713068,256.12724066218107,217.77879028320314,169.25193661776456,121.38388269597834,98.69621429443359
102,05041,108.08945422702365,137.82576618497333,185.3017140948583,236.5031485179114,266.58233812120227,293.03724888392856,281.74796888563367,262.6013619559152,222.33363027421254,175.1138916015625,125.64897089155893,98.11713633461603
103,05043,109.28613212413357,137.1958284306347,184.81845654939352,234.99697520320578,262.8908746475564,289.41500257907956,275.84367519751527,257.16024745855117,219.61038162116716,174.6742939196135,125.62999226276139,98.82104939625675
104,05045,106.1932952288285,134.8367032541812,178.8691021076684,226.67734757210445,251.5454163782805,282.59387592204564,274.4952875526206,255.6179640686628,215.4488637979748,164.3017207766042,116.84296454272224,94.98465128778254
105,05047,106.67997235518236,135.30734119600461,175.3249900524433,222.86923555227426,246.89298468369705,277.1041286175068,278.61077734140247,257.4741297501784,216.70801280095026,162.65475860008826,116.20154476165771,94.56970941103421
106,05049,103.75646000282437,132.83338419596353,176.9371840533088,225.631555445054,251.94411842495788,283.3869009578929,272.8427378336589,253.6855168062098,211.91523189170687,159.68661095114317,114.51890915515376,90.42320872288124
107,05051,107.31527641171314,134.2110809576316,175.7655514576396,225.22631510750193,245.84667343389793,278.4531832835713,273.8239878670114,253.8317922373287,215.30787255153183,164.34567535900678,117.24081345855213,96.34703407912959
108,05053,107.97187049502418,135.3033248174758,179.0156950451079,229.17217494419643,253.2766613188244,285.01851213895355,277.51739501953125,257.0382969196026,218.0527789887928,167.31254519508,119.72326180594308,97.16599804106212
109,05055,102.1413960312352,132.2048341385042,176.55770874023438,228.93577652748186,258.987292819553,290.4196345782039,277.78406963926375,257.2450247099905,213.16845980557528,161.58675715899227,113.62870457196476,88.6820147735904
110,05057,111.54140792974904,136.42464491900276,179.95706125467765,230.4146805450696,253.72192266431907,283.0730503627232,280.2748890083377,261.5047061182872,218.8781688273454,170.1431623186384,121.22023984764805,99.22520831452698
111,05059,108.35162643432618,134.59674691681815,177.182532433236,227.42764236903426,248.8580423487295,281.0043712653736,276.0173503007039,255.58788639484067,216.86313878427637,166.0238877098159,118.48742252765315,97.2522248371993
112,05061,110.38489627838135,135.7110906080766,176.3044771714644,225.1574804132635,247.4593179876154,278.266261360862,277.28160442005503,258.2085384022106,217.05658877979624,166.56812598488548,118.51453521034934,97.62564546411687
113,05063,104.27519306383635,135.16216765669054,178.19655546030603,227.49899934467516,254.30369418725036,286.29544962259166,271.68581373171696,253.60503783261865,213.09145785453623,162.4733985384604,115.29711428555575,92.01433488659393
114,05065,104.04797617594402,133.7614245173907,177.29801694311277,225.80074903700086,251.41111108028528,283.962783351089,271.6520644679214,252.78287143899936,211.266157208067,160.72953287760416,114.80641952668778,91.62466762041805
115,05067,103.10701018688725,134.09329507865158,178.74015269559973,230.77878091849533,260.2748384662703,291.19071601418887,276.4954693364162,258.5472374710382,215.7861046884574,164.0368044984107,115.71645699295343,91.25979838651769
116,05069,107.48512827921257,136.24213316114685,181.44492565127587,232.82757853775573,259.4660534755789,289.46945344115335,280.10045310919236,260.09834498124155,219.80978161355725,169.76808232369183,121.38499088424572,97.9914341658997
117,05071,105.9992351366126,134.51242105235224,175.34305897588314,222.2740924337636,245.34478481126868,276.2675675101902,275.8241314431895,256.1871555494225,215.2759187117867,161.84280183211618,115.14345371412195,93.36906970480214
118,05073,112.64222311671776,137.60056894036788,182.631220950356,233.97993899614383,258.5160371804539,283.73904496205006,280.36147607730913,261.59449555602254,219.92488677592218,173.61144807067097,124.46566772460938,101.7931366932543
119,05075,102.77102144559224,133.38757131476152,178.1696341832479,229.3152338663737,258.19428904851276,289.90148544311523,276.4286702473958,256.5237587292989,214.52322816848755,162.1397999127706,114.22894803682964,89.61699234811883
120,05077,104.73400760391384,133.88136572976714,179.4455013830685,232.86697135851222,263.7273135879665,291.42534067098376,279.87638099448196,261.82165171799153,218.32703332993592,168.71173624473042,120.38995005783525,93.07052197502655
121,05079,108.08819753473455,136.71006997783533,183.4131214270431,235.1272397844979,262.9407187472568,290.42259062006235,279.146736059296,259.73670085092607,219.94243887569127,172.32012682282522,123.74087610137596,98.52118785729569
122,05081,112.43178479424839,137.4783777697333,179.60476754725664,229.8138964422818,252.55828717111171,281.9440381280307,282.39498024425285,263.05167362607756,219.15003704202587,169.8553521167273,121.799913603684,100.1878610369803
123,05083,106.95250653790998,135.55714031597515,176.20285432832736,225.28289107589035,248.74592741545257,278.3304448858038,276.0165941393053,255.5407928466797,216.45582855499543,164.59261150188274,117.66560246922948,94.9712302405555
124,05085,106.45061265176801,135.69959657583664,180.2322174755495,231.3951187133789,258.0051594065196,288.38810593334597,280.5805969238281,260.9551527108719,219.9277546441377,166.8760500096563,119.17364496259547,95.33087533979274
125,05087,106.40480052481452,134.5737809996674,175.23230606188878,224.3282083195748,247.79383257310167,280.0140018600354,277.37299176771864,256.38079724208916,214.2435717685617,161.65760967885848,116.6773867161154,93.71646683507686
126,05089,104.24116847200214,132.8162218489737,176.22188927992335,224.568104438062,250.6875912648327,282.271750108251,272.9606046856574,253.88746311979475,211.87940734287477,160.1653626639888,115.07399065989368,90.29831453470084
127,05091,113.95153662171026,138.6063144568241,182.77496414955218,234.40119024719854,258.1566749105648,283.48297396573156,281.9082549124053,263.17606700550425,220.36069896967723,173.47890911680278,124.68623382876618,102.06711555249763
128,05093,100.90455493411503,128.88033861727328,174.22105418024836,228.3351136291919,261.04284688588734,288.8304732039168,278.6839599609375,259.8112031060296,214.59540238251557,164.25272810540233,114.9139027466645,88.06165452905603
129,05095,105.70709842013329,134.8410559585414,179.7262599984395,232.85733299648638,261.9662805930855,290.8292620157458,280.14221411636197,261.9625999214723,219.2664153108892,168.41519809998186,120.30979998087146,94.65605077055312
130,05097,108.12912520151289,134.82876756456164,174.73231881762308,224.30787876674108,245.05942704942493,277.0651124015687,274.4314163450211,254.03076099214098,215.43219417995877,164.26476978120348,117.32134676736499,96.67673661973741
131,05099,110.91472578540291,135.93710059726362,180.77755391229059,231.04128792359657,254.7843226796573,284.45283303801546,279.0514255798969,260.02058048838194,218.8242985047016,170.94953698227087,122.13942411757007,99.01205743219434
132,05101,106.57908184814453,134.97453186035156,176.80582934570313,224.58825024414062,247.25993432617187,279.1327172851563,273.9466826171875,255.2486706542969,212.84655578613283,161.01147607421876,116.20004235544512,93.07063354492188
133,05103,110.05451508930751,135.5472640991211,181.32256412506104,231.5839684288781,255.870901788984,285.7107276916504,278.09368511577986,258.7064993918479,218.66601930345809,171.90932246616907,123.41451719829014,99.1797605242048
134,05105,106.60722124008905,135.3397514706566,176.84779957362585,226.4609500340053,248.93278212774368,279.5162077404204,272.251591637021,253.0216540382022,214.82807086762926,164.84838812691825,117.5619147164481,95.52470225379581
135,05107,105.7396693186717,134.91221055039415,180.8440441784558,234.79371230666703,265.90849455412445,292.73197400892104,280.35714776666316,261.7520894918356,220.0762874843838,171.14074885737787,122.54271478051538,94.28684262112455
136,05109,109.00604472440831,134.90593659644034,176.06272259880515,225.84809232225606,246.6466562607709,278.18299027985216,275.37643311755494,256.2883846806545,216.44277265960096,165.95925873401117,118.01031703574985,96.95064342723174
137,05111,102.00123309372063,131.82587966345307,176.4758568096878,229.3514315287272,260.7356569677367,291.5690133231027,279.1621490707971,259.9944256086995,215.60291204237402,164.35344414961966,115.36685599420304,90.2282050570151
