FIPS,AVG Jan,AVG Feb,AVG Mar,AVG Apr,AVG May,AVG June,AVG July,AVG August,AVG September,AVG October,AVG November,AVG December
29123,33.27,36.06,46.23,54.74,64.78,73.53,77.6,74.44,70.01,57.77,44.74,38.79
29125,33.81,36.33,47.31,56.09,65.51,75.11,78.7,75.71,71.48,58.5,46.77,39.66
29127,27.79,29.89,42.88,52.63,63.98,74.29,77.01,74.26,69.87,56.12,43.08,34.94
29129,25.37,27.54,41.4,51.01,61.92,72.99,75.54,72.87,68.31,53.89,41.32,32.16
29131,34.53,36.63,47.97,56.68,66.12,75.79,79.44,76.87,72.4,59.1,47.5,40.07
29133,36.88,39.86,49.84,57.93,68.54,76.88,80.08,77,72.68,60.92,48.16,42.28
29135,32.57,34.63,46.59,55.57,65.41,75.3,78.53,75.8,71.36,57.78,46.06,38.2
29137,28.86,30.87,43.84,53.21,64.1,74.26,76.9,74.03,69.8,55.96,43.52,35.32
29139,30.61,33.34,44.88,54.23,64.86,74.68,77.78,74.92,70.79,57.24,45.03,37.04
29141,32.97,34.82,46.64,55.48,65.12,74.98,78.33,75.8,71.33,57.81,46.04,38.24
29143,37.4,40.49,50.5,58.39,69.03,77.58,80.54,77.38,73.28,61.57,48.82,42.57
29145,37.02,39.02,50.09,57.34,66.04,76.09,80.23,77.52,72.87,59.8,49.09,41.77
29147,26.06,28.04,42.67,51.7,62.9,74.28,76.16,73.72,69.34,54.38,41.98,32.06
29149,36.73,39.76,49.59,57.97,66.71,75.24,79.69,76.46,72.12,59.8,48,41.34
29151,33,35.52,47.03,55.99,65.54,75.33,78.82,75.92,71.56,58.36,46.41,38.86
29153,36.11,38.9,49.11,56.92,65.54,74.81,79.1,76.18,71.67,59.08,47.77,41.27
29155,38.86,42.12,51.77,59.43,69.87,78.41,81.18,78.26,74.27,62.58,50.23,43.61
29157,33.72,36.3,46.72,55.31,66,75.16,78.63,75.48,70.98,58.46,45.29,39.34
29159,31.9,33.74,46,54.82,64.78,75.06,78.01,75.3,71.04,57.23,45.44,37.22
29161,33.94,36.5,47.34,55.88,65.22,74.5,78.44,75.2,70.9,58.24,46.53,39.69
29163,29.7,31.86,44.09,53.64,64.53,74.34,76.99,74.34,70.28,56.87,44.14,36.13
29165,30.66,32.53,45.67,54.24,64.81,75.8,77.93,75.78,71.14,56.67,44.62,35.88
29167,34.57,36.51,47.71,55.72,65.24,75.12,79.27,76.34,71.71,58.28,46.79,39.66
29169,34.63,37.17,47.96,56.57,65.87,75.24,79.28,76.36,71.81,58.97,47.36,40.37
29171,24.89,27.29,40.96,50.83,61.74,72.7,75.34,72.8,68.07,53.63,41.07,31.89
29173,28.99,31.08,43.54,53.14,64.17,74.26,77,74.26,70.08,56.6,43.9,35.72
29175,29.58,31.61,44.67,53.88,64.71,74.63,77.39,74.66,70.32,56.3,44.16,35.56
29177,29.72,31.77,44.69,53.64,64.23,74.93,77.39,74.8,70.44,56.28,44.01,35.31
29179,34.1,36.82,47.22,55.2,64.52,72.9,77.4,74.07,69.9,58.09,45.42,38.98
29181,36.63,39.51,49.39,57.66,67.11,75.84,79.99,76.76,72.29,60.12,47.49,41.44
29183,32.39,34.89,46.24,55.44,66.01,75.62,78.83,76.1,71.67,58.56,45.79,38.38
29185,33.97,35.77,47.53,55.98,65.4,75.68,79.28,76.53,72.03,58.18,46.74,39.07
29186,33.32,36.02,46.78,55.58,65.73,74.74,78.52,75.47,70.84,58.4,45.49,39.26
29187,32.89,35.51,46.27,54.96,64.72,73.5,77.52,74.49,70.08,57.58,45.1,38.79
29189,32.99,35.58,46.88,55.94,66.61,76.14,79.3,76.63,72.14,59.17,46.22,38.92
29195,30.7,32.58,45.32,54.42,64.89,75.31,78.04,75.26,71.06,57.11,44.98,36.3
29197,25.5,27.7,41.32,51.14,62.3,73.08,75.77,73.43,68.6,54.14,41.46,32.6
29199,25.59,27.61,41.14,51.11,62.61,73.27,75.91,73.62,68.7,54.14,41.48,32.86
29201,36.38,38.99,49.17,57.51,68.11,76.81,80.06,76.8,72.48,60.46,47.59,41.72
29203,35.27,37.87,48.41,56.43,65.62,74.08,78.56,75.38,71.06,58.72,46.81,40.23
29205,27.07,29.28,42.48,52.1,63.37,73.79,76.46,73.66,69.17,55.2,42.33,33.98
29207,36.5,39.44,49.44,57.71,68.24,77.01,80.31,76.98,72.7,60.7,47.81,41.83
29209,35.73,38.08,48.47,56.33,65.41,74.94,79.33,76.54,71.62,58.76,47.28,40.7
29211,26.14,28.54,41.93,51.74,62.5,73.33,75.91,73.32,68.73,54.42,41.89,32.87
29213,36,38.68,48.89,56.83,65.6,75.03,79.33,76.58,71.82,59,47.63,40.97
29215,34.27,36.78,47.47,55.76,64.7,73.53,77.86,74.88,70.31,57.92,46.34,39.74
29217,34.16,35.74,47.88,55.92,65.24,75.81,79.39,76.94,72.29,58.61,46.83,39.29
29219,31.54,34.38,45.52,54.64,65.1,74.79,78.13,75.28,70.99,57.74,45.49,37.71
29221,32.81,35.36,46.52,55.21,64.64,73.56,77.27,74.11,70.13,57.59,45.5,38.79
29223,34.93,38.04,47.89,56.14,66.02,74.63,78.73,75.4,71.1,59.24,46.09,40.06
29225,33.62,35.89,46.78,54.84,63.76,73.18,77.52,74.56,70.19,57.18,45.9,39.02
29227,25.39,27.6,42.08,51.29,62.48,73.86,76,73.51,68.89,54,41.51,31.86
29229,33.94,36.44,47.18,55.34,64.02,73.26,77.51,74.58,70.11,57.44,46.08,39.48
29510,33.21,35.77,47.09,56.18,67.04,76.63,79.59,77.04,72.51,59.46,46.37,39.22
30001,21.06,21.02,28.92,35.46,44.96,53.74,61.43,59.98,51.51,39.31,27.94,20.36
30003,25.54,23.04,34.8,42.31,52.83,64.02,71.19,68.64,59.78,45.38,34.87,25.32
30005,21.16,18.23,30.96,40.83,52.96,62.68,69.38,67.34,57.44,43.17,31.54,21.18
30007,25.08,23.39,33.64,40.5,50.06,59.39,66.76,65.07,56.22,43.43,32.29,24.54
30009,25.57,22.81,33.6,39.71,49.54,60.14,67.14,65.2,56.98,43.26,33.21,24.88
30011,21.76,19.87,33.36,41.71,53.12,65.62,72.2,69.23,60.59,44.03,33.34,22.42
30013,26.09,22.13,33.27,40.2,50.51,59.78,66.9,65.63,56.38,43.44,33.29,25.04
30015,23.79,21.04,32.79,41.94,53.18,62.54,69.2,67.61,57.89,44.07,33.37,23.62
30017,22.12,20.94,34.5,43.53,55,66.76,73.98,71.17,61.58,45.37,33.78,22.68
30019,14.07,11.78,27.51,38.74,52.53,62.58,67.83,65.94,56.06,40.98,27.13,15.38
30021,18.76,17.37,32.08,41.9,54.36,65.59,71.78,69.47,59.94,44.32,31.79,20.4
30023,22.82,22.03,29.71,36.02,45.24,53.5,60.71,59.58,50.79,39.31,28.34,21.79
30025,20.47,18.61,32.41,41.24,53.32,65.41,72.03,69.34,60.12,43.87,32.33,21.56
30027,25.43,21.9,33.81,41.24,51.91,61.84,68.97,67.09,57.79,44.19,33.81,24.8
30029,25.06,22.74,32.07,38.68,48.47,55.74,62.79,61.66,52.16,40.67,30.38,23.67
30031,22.46,21.73,30.91,37.4,47.02,56.12,63.31,61.73,53.37,40.72,29.49,21.74
30033,21.58,19.94,33.13,42.54,54.29,65.52,72.53,70.18,59.82,44.72,33.02,22.02
30035,24.43,19.49,29.83,37.68,47.72,56.19,62.6,61.64,52.56,40.7,30.76,22.33
30037,26.09,22.68,34.06,40.9,51.4,61.68,68.47,66.59,57.89,44.24,34,25.44
30039,24.78,23.24,31.58,37.28,46.32,54.24,61.5,60.29,51.51,40.02,29.57,23.3
30041,18.59,16.79,29.68,40.68,52.69,62.29,68.78,66.96,56.64,41.82,29.96,19.24
30043,25.28,23.16,32.57,38.6,48.01,57.13,64.71,62.93,54.09,41.83,31,23.68
30045,25.74,21.72,32.21,38.37,48.56,57.67,64.72,63.36,54.72,42.08,32.79,24.81
30047,26.84,26.42,35.53,42.36,52.2,59.63,66.97,65.79,56.08,43.72,32.79,26.11
30049,25.74,22.04,32.43,38.7,47.97,56.81,64.04,62.54,53.68,41.64,31.51,24.02
30051,20.91,18.39,30.26,40.41,52.03,61.28,67.63,65.99,56.02,42.08,30.87,20.99
30053,26.22,25.47,34.33,40.63,50.71,57.41,64.56,63.61,53.63,42.2,31.3,24.53
30055,17.89,16.8,31.82,42.1,54.63,65.49,71.9,69.84,59.57,44.03,31.16,19.43
30057,23.22,22.53,31.01,37.23,46.71,55.72,63.03,61.48,53.11,40.79,29.97,22.16
30059,24.28,21.11,31.11,37.09,46.77,55.72,63.06,61.56,53.12,40.72,30.57,23.18
30061,26.63,26.38,33.86,39.78,49.89,57.14,65.02,63.67,53.91,42.58,31.62,25.44
30063,25.31,24.98,33.49,39.69,49.23,56.84,64.27,63.09,53.68,41.79,30.84,24.49
30065,25.68,22.92,34.71,42.58,53.12,64.16,70.94,68.84,59.41,45.38,34.82,25.78
30067,23.57,21.4,30.48,36.42,45.92,55.13,62.22,60.68,52.77,40.12,29.58,22.19
30069,24.93,22.64,35.3,43.44,54.36,65.36,72.42,70.47,60.53,46.19,35.11,24.99
30071,19.4,17.78,31.13,41.8,54.28,64.62,71.28,69.03,58.94,44.08,31.43,20
30073,24.38,20.51,31.68,40.08,50.46,59.52,65.91,64.53,55.09,42.31,31.91,23.01
30075,23.89,22.13,35.22,43.12,53.98,66.34,73.3,70.5,61.47,45.48,34.42,23.7
30077,24.32,22.08,31.53,37.82,47.2,55.49,62.76,61.42,52.26,40.39,29.63,23
30079,20.51,19.12,33.16,42.39,54.52,65.87,72.69,70.24,60.61,44.66,32.72,21.59
30081,24.67,25.1,32.72,38.44,47.27,55.11,62.51,61.17,52.57,41.12,30.13,23.57
30083,16.7,15.44,31.11,41.81,54.87,65.8,71.51,69.34,59.7,44.12,30.57,18.69
30085,14.99,14,29.96,41.14,54.48,65.04,70.54,68.57,58.58,43.1,29.18,17.12
30087,22.72,21.32,34.16,42.81,53.92,65.41,72.7,70.01,60.31,44.96,33.9,23.49
30089,26.26,26.48,34.42,40.87,51.12,58.22,65.57,64.83,54.87,43.22,31.68,25.37
30091,13.82,11.96,28.06,39.7,53.76,64.04,69.1,67.12,57.62,42.12,27.8,15.91
30093,23.61,23.08,30.98,37.26,46.7,55.63,63.04,61.6,52.61,40.94,29.6,22.83
30095,25.83,22.81,33.26,39.61,49.62,60.06,66.92,65.34,56.78,43.5,33.46,25.2
30097,26.94,23.52,32.96,39.06,48.71,58.59,65.4,64.03,55.79,43.16,33.28,25.6
30099,25.84,21.68,32.44,39.6,49.32,58.42,64.89,63.63,54.48,42.18,32.56,24.2
30101,22.98,19.68,30.9,40.68,51.87,60.92,67.23,65.69,56.06,42.6,31.78,22.04
30103,23.56,22.39,34.69,43.46,54.46,65.54,72.53,69.93,60.48,45.79,34.57,24.43
30105,16.1,14.59,29.41,40.48,53.81,64.08,70.28,68.21,57.89,42.69,29.18,17.36
30107,26.62,22.59,33.12,39.44,49.41,59.06,65.99,64.32,56,43.1,33.44,25.38
30109,19.4,17.39,31.86,41.09,53.6,65.27,71.54,69.04,59.83,43.86,31.78,21.03
30111,25.63,23.66,35.66,43.48,54.32,65.32,72.26,69.98,60.78,46.2,35.26,25.87
31001,27.51,27.52,41.58,50.14,60.7,73.54,75.88,73.69,68.53,52.82,41.21,30.59
31003,23.22,23.54,37.92,47.37,58.98,71.68,73.81,71.4,65.93,50.21,38.27,27.19
31005,26.61,26.52,38.57,45.87,55.87,69.6,73.77,71.56,65.19,49.16,38.44,28.8
31007,28.51,28.36,38.17,44.48,53.76,67.41,72.96,70.16,63.16,47.7,37.91,29.46
31009,25.87,25.53,38.88,47.09,57.41,70.44,74.09,72.08,65.73,49.72,39.07,28.42
31011,24.19,24.58,39.02,48.16,59.63,72.27,74.18,71.84,66.47,50.88,39.11,28.07
31013,26.17,26.02,36.84,44.02,53.69,67.4,72.69,70.29,62.99,46.93,37.23,27.12
31015,23.06,23.56,37.3,46.67,58.54,71.58,75.06,72.51,66.37,50.08,38.31,26.91
31017,25.28,25.18,38.18,46.4,57.3,70.31,74.42,72.14,65.48,49.59,38.8,27.67
31019,26.91,26.97,40.74,49.1,59.22,72.5,75.13,73.11,67.7,52.01,40.56,30.07
31021,23.44,24.03,39.27,49.08,60.9,73.61,74.97,72.52,67.52,52.07,39.21,28.17
31023,24.7,25.03,40.09,49.38,60.59,73.42,74.97,72.96,67.71,52.16,39.97,29.1
31025,25.47,26.64,41.61,51.1,62.31,74.2,75.92,73.78,68.93,53.82,41,30.64
31027,21.74,22.13,37.24,47.09,59.31,72.34,74.24,71.57,65.89,50.03,37.57,26.16
31029,28.98,29.07,41.49,48.63,58.41,72.06,76.12,73.82,67.51,51.57,40.82,31.33
31031,25.7,25.3,37.71,45.16,55.78,69.21,73.74,71.46,64.81,48.59,38.23,27.27
31033,28.24,28.11,38.94,45.58,55.18,68.63,73.87,71.3,64.6,48.41,38.44,29.54
31035,27.31,27.62,41.67,50.49,61.26,73.94,76.07,73.71,68.67,53.21,41.32,30.76
31037,24.56,25.14,40.19,49.47,61.11,73.9,75.38,73.03,67.91,52.28,39.77,28.88
31039,23.03,23.6,38.83,48.4,60.43,73.2,74.64,72.13,67.14,51.41,38.78,27.78
31041,26.13,25.74,39.48,47.42,57.47,70.76,73.96,72.01,66.38,50.32,39.4,29.04
31043,21.94,22.41,38.08,47.9,60.14,73.13,74.8,72.13,66.79,50.54,37.91,26.7
31045,27.11,26.17,37.76,44.54,54.51,68.13,73.78,71.43,63.98,47.8,38.04,27.29
31047,27,27.13,40.46,48.84,58.59,71.98,74.7,72.58,67.21,51.51,40.13,29.62
31049,27.57,27.72,39.79,47,56.76,70.02,74.72,72.28,66.01,49.73,39.21,29.58
31051,21.33,21.73,37.17,47,59.33,72.51,74.14,71.53,66.11,50.04,37.52,26.06
31053,24.28,24.92,40.13,49.66,61.38,74.18,75.77,73.31,68.13,52.62,39.88,29.14
31055,25.21,26.21,41.37,51.12,62.21,74.68,76.17,73.84,68.93,53.52,40.84,30.06
31057,29.92,30.4,42.23,49.48,59.27,72.7,77.03,74.31,68.03,52.11,41.23,31.97
31059,26.49,27.3,41.58,50.57,61.52,74.06,75.91,73.51,68.7,53.29,41.29,30.69
31061,28.2,28.56,42.3,50.73,60.76,73.98,76.79,74.54,69.32,53.58,41.62,31.29
31063,28.27,28.53,41.27,49.52,59.17,72.47,76.02,73.64,68.08,52.04,40.73,30.61
31065,28.41,28.81,41.97,50.36,60.13,73.51,76.74,74.27,68.61,52.89,40.93,31.12
31067,26.6,27.64,42.2,51.37,62.32,74.43,76.29,74.3,69.46,54.12,41.74,31.81
31069,26.18,26.47,38.46,45.89,55.67,69.37,73.92,71.67,64.91,48.51,37.86,28.17
31071,24.61,24.49,38.36,46.72,57.53,70.41,73.72,71.67,65.68,49.62,38.51,27.96
31073,27.72,27.6,41.08,49.43,59.4,72.67,75.6,73.39,67.9,52.21,40.59,30.18
31075,25.32,25.28,37.39,44.73,54.72,68.61,72.99,70.9,64.14,47.97,37.26,27.52
31077,24.64,24.84,39.03,47.71,59,71.81,74.33,71.96,66.43,50.77,39.03,28.09
31079,26.88,26.92,40.91,49.68,60.39,73.42,75.57,73.27,68.07,52.39,40.89,30.11
31081,26.71,26.82,40.98,50.06,61.06,73.89,75.7,73.34,68.28,52.77,41.14,30.24
31083,28.5,28.67,42.26,50.76,60.78,74.11,76.99,74.73,69.21,53.34,41.41,31.27
31085,28.41,28.7,41.21,48.8,58.38,71.97,75.81,73.66,67.78,51.67,40.67,30.98
31087,29.53,30.16,42.31,50.07,59.53,73.18,77.17,74.67,68.77,52.69,41.38,31.81
31089,23.52,23.61,37.34,46.27,57.86,70.73,73.98,71.56,65.56,49.53,38,27.23
31091,25.58,25.32,37.76,45.01,55.1,68.74,73.03,71.13,64.54,48.66,38.26,28.07
31093,25.79,26.01,40.11,48.98,59.98,72.99,75.29,72.94,67.61,51.93,40.17,29.22
31095,27.06,28.1,42.58,51.86,62.67,74.91,76.87,74.73,70.03,54.6,42.16,31.8
31097,26.32,27.8,42.16,51.31,62.31,74.02,75.81,73.86,69.14,54.11,41.5,31.68
31099,27.61,27.76,41.37,49.69,59.81,73.03,75.52,73.39,67.99,52.4,41,30.68
31101,27.58,27.53,40.03,47.34,57.29,71.03,75.03,72.76,66.68,50.58,39.72,30.13
31103,24.51,24.5,37.51,45.53,57.22,70.4,74.89,72.37,65.8,49.71,38.76,27.2
31105,27.92,27.64,37.53,43.72,53.16,66.57,71.96,69.32,62.51,47.11,37.27,28.79
31107,22.79,23.02,37.64,47.29,59.32,72.14,74.67,71.96,66.12,50.33,38.01,26.64
31109,26.2,26.78,41.7,50.98,62.18,74.46,76.11,74.17,69.09,53.88,41.38,31.09
31111,27.2,27.06,40.08,48,57.6,71.14,74.64,72.52,66.81,50.7,39.7,29.77
31113,26.39,25.77,39.13,46.92,56.81,70.03,73.59,71.54,65.69,49.63,38.8,28.8
31115,25.07,24.77,38.5,46.77,57.18,70.28,73.78,71.82,65.62,49.6,38.77,28.33
31117,26.33,25.88,38.64,46.12,56.08,69.57,73.5,71.47,65.31,49.36,38.54,28.84
31119,23.62,24.12,38.74,48.19,59.93,72.68,74.32,71.92,66.6,50.83,38.88,27.73
31121,25.8,26.02,40.48,49.82,61.08,73.99,75.7,73.33,68.12,52.46,40.66,29.51
31123,27.14,27.61,38.54,45.79,55.27,69.22,74.38,71.72,64.56,48.24,38.11,28.53
31125,24.9,25.23,39.94,49.3,60.73,73.47,75.32,72.94,67.64,51.97,40,28.74
31127,26.97,28.58,43.09,52.03,63.06,74.48,76.02,74.04,69.52,54.66,42.06,32.17
31129,27.89,28.64,42.37,51.1,61.59,74.09,76.47,74.29,69.28,54.01,41.71,31.63
31131,25.87,27.17,41.96,51.24,62.47,74.16,75.96,73.88,69.03,54.07,41.26,31.12
31133,26.92,28.56,42.59,51.62,62.5,74.18,75.99,73.98,69.41,54.26,41.9,32.21
31135,27.84,27.78,40.42,47.76,57.59,71.32,75.28,72.93,66.83,50.73,39.9,30.33
31137,27.42,27.38,41.14,49.51,59.56,72.82,75.56,73.48,67.99,52.23,40.72,30.22
31139,22.66,23.07,37.7,47.36,59.32,72.19,74.04,71.47,65.9,50.1,37.94,26.77
31141,24.48,24.96,39.79,49.24,60.76,73.52,75.08,72.74,67.48,51.78,39.66,28.51
31143,25.2,25.48,40.38,49.72,60.93,73.74,75.32,73.27,68.04,52.32,40.26,29.27
31145,29.13,29.72,42.32,50.47,60.2,73.69,77.46,74.88,69.1,53.02,41.29,31.4
31147,27.77,29.56,43.8,52.64,63.71,75.01,76.64,74.6,70.13,55.11,42.72,33.07
31149,24.23,24.23,37.49,45.82,57.14,70.03,73.84,71.52,65.04,49.17,38.24,27.39
31151,26.17,26.72,41.64,50.73,61.78,74.16,75.94,73.97,68.93,53.51,41.33,31.19
31153,25.44,26.57,41.67,51.32,62.38,74.63,76.19,73.92,69.04,53.73,41.04,30.46
31155,25.3,26.01,41.07,50.52,61.7,74.37,76.07,73.81,68.64,53.28,40.78,30.12
31157,28.36,28.58,38.93,45.86,55.28,69.08,74.37,71.51,64.28,48.31,38.29,29.23
31159,25.5,25.74,40.82,49.86,61.04,73.62,75.18,73.31,68.09,52.73,40.56,30.1
31161,25.59,25.19,37.06,44.26,54.28,68.02,72.99,70.97,63.67,47.31,37.03,26.31
31163,26.01,26.17,40.01,48.48,58.86,71.96,74.86,72.8,67.29,51.48,39.87,29.23
31165,26.01,25.18,36.36,43.11,52.92,66.34,72.01,69.54,62.39,46.3,36.33,26.47
31167,23.61,24.1,39.04,48.44,60.37,73.18,74.73,72.32,67.17,51.36,38.97,27.91
31169,27.53,28.52,42.43,51.39,62.1,74.57,76.64,74.32,69.66,54.31,41.94,31.76
31171,26.2,25.72,38.57,46.44,56.77,69.96,73.84,71.82,65.42,49.3,38.76,28.29
31173,22.3,22.82,38.2,47.94,60.01,72.93,74.48,71.91,66.84,50.84,38.24,27.09
31175,25.14,25.14,39.07,47.46,58.13,71.14,74.28,72.19,66.36,50.38,39.01,28.42
31177,24.57,25.26,40.46,50.26,61.67,74.3,75.79,73.44,68.42,53.08,40.23,29.39
31179,22.18,22.61,37.64,47.26,59.39,72.54,74.23,71.7,66.38,50.33,38.02,26.78
31181,27.82,28.33,42.34,50.9,61.06,73.9,76.68,74.51,69.33,53.84,41.68,31.22
31183,24.32,24.49,38.69,47.37,58.59,71.3,73.88,71.72,66.14,50.23,38.71,27.78
31185,25.81,26.14,40.82,49.97,61,73.78,75.34,73.23,68.11,52.59,40.66,29.96
32001,34.77,36.68,42.53,49.34,57.24,68.03,76.11,73.86,64.44,51.76,40.26,32.93
32003,46.2,49.14,55.01,63.5,70.24,82.87,88.02,86.33,78.69,66.58,54.46,45.96
32005,34.46,35.57,39.5,46.02,52.87,63.23,70.57,69.49,61.49,50.9,40.44,33.9
32007,28.04,29.84,36.39,42.51,50.54,61.1,69.74,67.69,58.56,46.33,35.49,27.47
32009,35.68,38,43.62,51.84,58.92,70.67,77.68,75.67,66.82,54.47,42.76,34.36
32011,29.08,30.61,37.18,43.78,51.47,62.82,71.07,69.08,60.11,47.42,36.27,28.21
32013,32.53,34.76,40.4,46.88,54.78,65.2,74,72.41,62.42,50.19,38.81,30.87
32015,32.04,33.49,39.06,45.62,53.08,64.46,72.73,70.76,61.61,49.19,38.34,30.54
32017,37.58,39.6,45.73,53.4,60.57,73.04,78.63,76.71,68.96,56.78,45.44,37.51
32019,34.72,37.32,42.31,49.34,56.62,67.34,74.92,73.03,64.03,51.9,40.91,33.79
32021,34.11,36.03,41.18,48.69,56,67.08,74.71,72.78,63.79,51.64,40.4,33.01
32023,34.86,36.52,42.99,50.7,57.63,69.82,76.42,74.4,65.86,53.58,41.96,33.88
32027,34.2,35.77,41.43,48.13,56.46,67.38,76.17,74.2,64.06,51.22,39.58,32.37
32029,34.87,36.38,40.86,47.79,55.18,66.34,74.31,72.87,64.27,52.11,40.96,34.03
32031,33.44,35.07,39.57,46.54,54.22,64.69,73.06,71.5,62.28,50.5,39.09,32.08
32033,28.77,30.41,36.7,43.5,51.06,63.11,70.61,68.68,60.04,47.18,36.52,28.57
32510,34.96,36.88,40.94,47.58,54.66,64.87,72.12,70.89,62.71,51.8,40.94,34.36
33001,22.63,23.68,31.59,43.54,56.22,64.07,70.21,68.79,61.76,50.13,37.02,28.4
33003,20.89,21.77,30.14,41.68,54.66,62.22,68.26,66.91,60.01,48.42,35.76,26.93
33005,23.53,24.79,32.77,44.1,56.18,63.97,70.13,68.74,61.59,50.38,37.4,29.23
33007,16.31,17.3,25.27,37.59,51.08,58.98,64.98,63.61,57.07,45.82,32.03,23.31
33009,19.42,20.78,28.8,40.53,53.57,61.07,67.02,65.69,58.99,47.62,34.36,25.81
33011,25.46,26.5,34.27,45.52,57.41,65.42,71.61,70.08,62.93,51.42,38.89,30.7
33013,23.27,24.22,32.42,44.21,56.66,64.42,70.72,69.12,62.14,50.51,37.28,28.87
33015,26.42,27.09,34.9,45.71,57.32,65.42,72.07,70.71,63.6,52.04,39.79,31.67
33017,24.01,24.77,32.89,44.08,56.41,64.22,70.91,69.4,62.27,50.57,38.18,29.92
33019,21.56,22.86,30.77,42.52,55.19,62.57,68.89,67.38,60.5,49.28,35.92,27.5
34001,35.18,37.83,43.47,53.1,62.33,71.2,77.44,75.89,69.94,59.03,47.17,40.64
34003,32.13,34.09,40.96,51.6,61.9,70.47,77.19,75.44,68.4,57,44.97,37.89
34005,34.74,37.5,43.42,53.28,62.99,71.61,77.86,76.12,69.82,58.42,46.42,40.09
34007,35.06,37.62,43.9,53.99,63.6,72.17,78.47,76.61,70.21,58.87,46.83,40.22
34009,35.94,38.24,43.86,53.22,62.14,71.13,77.43,76.07,70.44,59.96,47.94,41.48
34011,35.12,37.93,43.92,53.82,62.98,71.74,77.87,76.08,70.16,59.12,46.98,40.42
34013,32.74,34.87,41.49,52.11,62.23,70.78,77.5,75.6,68.76,57.26,45.37,38.31
34015,35.07,37.61,43.94,54.21,63.68,72.36,78.62,76.74,70.43,59.08,47.04,40.27
34017,34.48,36.33,42.7,52.88,63,71.98,78.73,77.08,70.37,59.11,47.12,40.08
34019,30.81,33.07,40,50.72,60.71,68.9,75.42,73.51,67.04,55.74,43.58,36.51
34021,33.14,35.6,42.08,52.33,62.34,70.97,77.43,75.5,68.93,57.38,45.32,38.69
34023,33.7,36.03,42.41,52.73,62.52,71.11,77.89,75.97,69.61,57.86,45.96,39.12
34025,33.94,36.14,42.3,52.33,62.24,71.07,77.98,76.22,69.89,58.16,46.26,39.41
34027,29.78,32.04,38.89,49.91,60,67.92,74.57,72.81,66.17,54.77,42.68,35.43
34029,34.44,36.87,42.49,52.14,61.88,70.77,77.41,75.81,69.7,58.31,46.46,39.89
34031,29.72,31.77,38.84,49.99,60.33,68.27,74.93,73.29,66.51,55.06,42.73,35.58
34033,34.96,37.66,43.99,54.29,63.56,72.28,78.42,76.59,70.4,59.12,46.9,40.23
34035,32.24,34.54,41.19,51.77,61.63,70,76.66,74.73,68.26,56.67,44.64,37.69
34037,27.69,29.66,36.9,48.26,58.74,66.37,72.94,71.3,64.84,53.3,40.94,33.7
34039,33.53,35.7,42.14,52.64,62.59,71.18,77.99,76.11,69.5,57.87,45.94,39
34041,28.93,31.32,38.47,49.47,59.6,67.29,73.88,72.03,65.56,54.28,42.2,34.9
35001,34.86,38.88,46.6,53.34,61.8,72.37,76.21,73.48,67.63,55.26,43.79,35.9
35003,32.79,35.93,41.86,47.97,54.77,65.01,68.39,65.98,60.93,50.86,40.98,34.06
35005,41.03,44.84,52.71,59.79,68.86,78.1,81.23,78.94,72.66,60.89,49.98,43.3
35006,31.11,34.21,41.2,47.8,55.7,67.21,71.07,68.16,62.53,51.07,39.82,32.26
35007,30.16,32.54,39.26,45.49,53.89,63.87,67.96,65.89,61.07,49.21,39.29,31.69
35009,37.97,41.27,49.69,56.23,65.47,75.37,78.97,76.59,70.83,58.08,47.64,40.61
35011,39.99,43.63,51.17,58.08,67.4,77.1,80.64,77.94,72.23,59.58,49.11,42.3
35013,42.71,47.77,54.98,62.6,70.22,80.28,82.72,80.32,74.78,63.92,52.47,44.44
35015,43.2,47.26,55.3,62.29,71.1,80.19,82.94,80.93,74.64,63.33,52.23,46.09
35017,39.93,43.26,49.07,55.99,62.7,73.39,75.76,73.81,68.69,58.83,48.37,41.1
35019,37.39,40.46,47.9,54.38,63.33,73.46,77.48,74.7,69.23,56.88,46.38,39.44
35021,35.43,38.28,46.53,52.93,62.22,72.77,76.81,74.17,69.04,55.66,44.9,36.87
35023,42.46,46.53,53.02,60.24,67.2,78.01,79.84,78.02,72.72,62.79,51.88,43.8
35025,41.59,44.76,53.86,60.56,69.9,78.79,81.71,79.77,73.51,61.96,50.69,44.17
35027,37.48,40.86,47.76,54.13,62.4,72.11,75.17,72.67,67.13,56.33,46.03,39.38
35028,29.16,32.59,39.88,46.51,54.5,65.24,68.88,66.42,61.33,49.37,38.56,30.53
35029,42.28,46.97,53.74,61.59,69,79.32,81.77,79.61,73.94,63.21,51.97,44.02
35031,30.6,34.01,41.41,48.08,56.33,68.22,72.43,69.68,63.53,51.31,39.74,31.34
35033,31.63,34.19,40.63,46.68,54.97,64.76,68.6,66.3,61.38,50.1,40.49,33.03
35035,40,44.31,51.17,58.01,66.11,75.33,77.81,75.57,70.16,59.86,48.92,41.91
35037,38.13,41.28,49.94,56.48,65.92,76.24,80.12,77.39,71.98,58.61,47.9,40.26
35039,26.83,30.22,37.77,44.78,52.71,63.47,67.92,65.77,60.08,47.9,37.3,28.38
35041,38.92,42.36,50.81,57.57,66.77,76.24,79.61,77.3,71.09,58.87,48.39,41.57
