FIPS,AVG Jan,AVG Feb,AVG Mar,AVG Apr,AVG May,AVG June,AVG July,AVG August,AVG September,AVG October,AVG November,AVG December
1001,47.31,53.27,59.57,64.39,72.52,79.09,81.92,81.32,77.34,67.08,55.59,51.22
1003,52.09,57.18,63.42,67.1,74.53,80.42,82.49,82.08,78.73,70.26,60.1,56.29
1005,48.59,54.62,60.56,64.78,72.5,78.73,81.24,80.64,76.81,67.74,56.83,52.21
1007,45.36,50.83,57.46,62.56,70.88,77.47,80.63,79.87,75.76,65.59,54.1,
1009,43.48,48.8,55.48,61.42,69.97,76.84,80,78.84,74.6,64.43,52.62,48.04
1011,47.98,54.2,60.11,64.44,72.17,78.53,81.16,80.59,76.63,67.19,56.29,51.78
1013,49,54.54,61.2,64.73,72.52,78.89,81.48,80.9,76.96,67.69,56.58,52.77
1015,44.46,49.51,56.11,61.68,69.94,76.7,80.09,79.22,74.58,64.6,53.21,48.57
1017,44.91,50.66,56.44,61.43,69.56,76.54,79.87,79.02,74.23,64.18,53.39,48.76
1019,43.36,48.36,55.13,61.08,69.7,76.43,79.6,78.67,73.97,63.83,52.4,47.5
1021,45.71,51.5,57.73,62.47,70.79,77.33,80.39,79.91,75.69,65.41,54.29,49.63
1023,48.3,53.59,60.36,64.63,72.62,79.27,81.97,81.31,77.3,67.31,56.03,52.26
1025,49.3,54.38,61.27,65.13,72.79,79.02,81.76,81.43,77.38,67.72,57.08,53.09
1027,44.09,49.48,55.84,60.89,69.08,75.64,79,78.1,73.58,63.88,52.67,48.2
1029,43.88,49.06,55.47,60.86,68.93,75.54,78.86,78.06,73.29,63.62,52.39,48.11
1031,49.3,55.2,61.7,65.41,73.41,79.52,81.51,81.27,77.47,68.62,57.73,53.32
1033,42.14,46.51,54.19,60.31,69.19,76.58,80.14,78.37,73.62,63.24,51.24,46.63
1035,50.1,55.51,62,65.42,72.92,79.21,81.64,81.26,77.2,68.29,57.63,53.89
1037,45.32,51.06,57.28,62.2,70.5,77.1,80.23,79.52,75.27,65.18,53.86,49.23
1039,49.84,55.49,61.82,65.52,73.21,79.49,81.66,81.33,77.48,68.54,57.87,53.84
1041,48.42,54.33,60.78,64.56,72.51,78.77,81.04,80.6,76.73,67.59,56.43,52.36
1043,42.68,47.89,54.69,60.86,69.37,76.5,79.62,78.48,74.2,63.87,51.88,47.5
1045,49.62,55.6,61.83,65.79,73.67,79.61,81.72,81.33,77.52,68.88,58.06,53.51
1047,47.68,53.23,60.03,64.63,72.81,79.37,82.32,81.58,77.73,67.53,55.93,51.68
1049,41.74,46.59,53.58,59.41,67.99,74.51,77.63,76.52,72.08,62.34,51.34,46.04
1051,47.21,53.3,59.28,64.14,72.26,78.86,81.73,81.03,77.01,66.81,55.5,51.04
1053,50.79,56.19,62.49,65.99,73.48,79.59,81.82,81.54,77.71,68.96,58.51,54.82
1055,43.78,48.49,55.48,61.43,69.94,76.74,80,78.9,74.44,64.41,53.02,47.94
1057,44.29,49.01,56.43,62.03,70.5,77.46,80.8,79.77,75.26,64.99,53.09,48.7
1059,41.99,46.54,54.24,60.24,68.84,76.13,79.53,78.08,73.24,63.04,51.3,46.68
1061,50.19,56.02,62.38,66.24,74.07,80.02,82.01,81.76,78.03,69.22,58.61,54.43
1063,46.08,51.01,58.38,63.26,71.76,78.72,81.68,80.94,76.86,66.36,54.63,50.09
1065,46.04,51.17,58.29,63.27,71.69,78.46,81.44,80.63,76.61,66.4,54.68,50.02
1067,49.77,55.74,61.88,65.97,73.54,79.49,81.78,81.21,77.61,68.96,58.23,53.54
1069,50.82,56.72,62.77,66.82,74.38,80.23,82.29,81.8,78.12,69.69,59.36,54.91
1071,41.5,46.07,53.4,59.54,68.39,75.04,78.42,77.14,72.54,62.56,51.22,45.88
1073,44.64,49.99,56.7,62.27,70.78,77.47,80.76,79.77,75.59,65.26,53.43,49.04
1075,44.28,49.03,56.73,62.09,70.9,77.91,81.26,80.07,75.62,65.11,52.96,48.64
1077,41.7,45.9,53.6,59.76,68.67,76.16,79.82,77.94,73.29,62.82,50.76,46.07
1079,41.84,46.24,53.69,59.78,68.67,75.96,79.47,77.92,73.27,62.77,50.93,46.44
1081,46.3,52.1,57.96,62.73,70.7,77.31,80.42,79.59,75.22,65.32,54.73,50.08
1083,41.84,46.06,53.63,59.89,68.9,76.27,79.82,78.17,73.48,63.01,51.16,46.43
1085,48.47,54.39,60.79,65.3,73.18,79.7,82.5,81.8,77.9,67.97,56.38,52.34
1087,47.37,53.62,59.43,64.1,72,78.56,81.54,80.77,76.66,66.57,55.81,51.2
1089,41.81,46.26,53.78,60.16,69.04,76.27,79.78,78.1,73.52,63.14,51.53,46.66
1091,47.29,52.4,59.48,64.03,72.29,78.96,81.78,81.1,77.21,67.11,55.4,51.37
1093,42.66,47.26,55.04,60.66,69.24,76.46,79.87,78.6,73.87,63.52,51.84,47.43
1095,42.77,47.41,54.68,60.71,69.36,76.32,79.49,78.13,73.81,63.76,52.47,47.34
1097,51.53,56.82,63.2,67.08,74.46,80.46,82.54,82.17,78.57,69.88,59.64,55.69
1099,49.98,55.23,61.96,65.56,73.22,79.44,81.92,81.6,77.57,68.23,57.62,53.72
1101,48.53,54.83,60.79,65.33,73.2,79.73,82.28,81.69,77.73,67.9,56.43,52.34
1103,42.33,46.88,54.17,60.42,69.27,76.52,79.84,78.4,73.93,63.5,51.66,47.01
1105,46.33,51.76,58.64,63.46,71.82,78.37,81.42,80.66,76.71,66.47,54.87,50.32
1107,45.37,50.46,57.82,62.87,71.66,78.67,81.79,80.86,76.59,66.01,54.16,49.56
1109,48.37,54.51,60.69,64.63,72.52,78.69,80.94,80.57,76.7,67.76,56.68,52.29
1111,44.21,49.61,55.66,60.89,68.98,75.82,79.22,78.36,73.52,63.77,52.73,48.29
1113,47.68,53.54,59.44,63.83,71.78,78.18,81.11,80.31,76.36,66.52,55.76,51.37
1115,44.2,49.5,56.13,61.69,70.18,77.02,80.39,79.36,74.83,64.64,52.97,48.42
1117,44.9,50.49,56.91,62.11,70.58,77.29,80.54,79.79,75.39,65.09,53.48,49.07
1119,46.73,51.77,58.91,63.7,72.12,79.02,81.84,81.2,77.12,66.68,54.89,50.69
1121,44.69,50.19,56.74,61.86,70.32,77.13,80.54,79.7,75.01,64.87,53.14,48.82
1123,45.14,50.97,57.03,62,70.19,76.92,80.29,79.33,74.91,64.73,53.71,49.08
1125,45.43,50.51,57.42,62.93,71.26,78.07,81.16,80.21,76.12,65.96,54.02,49.57
1127,43.84,48.81,56.04,61.82,70.12,77.11,80.48,79.52,75.04,64.67,52.86,48.4
1129,49.8,55.03,61.61,65.62,73.13,79.39,81.87,81.47,77.57,67.97,57.44,53.68
1131,48.67,53.97,60.83,64.9,72.91,79.37,82.16,81.52,77.68,67.76,56.49,52.56
1133,42.02,46.71,54.22,60.09,68.52,75.79,79.09,77.98,73.32,63,51.46,46.92
4001,32.31,36.02,42.63,49.62,57.01,68.6,73,70.79,64.61,52.68,41.39,33.04
4003,45.03,48.3,54.07,61.03,67.28,78.17,79.73,77.93,73.18,63.91,53.86,46
4005,34.93,38.38,44.61,52.41,58.92,71.09,75.74,73.52,67.01,54.83,43.84,35.34
4007,43.93,46.53,51.77,59.3,65.21,76.41,80.32,78.36,73.12,62.84,52.29,44.48
4009,44.34,47.51,53.44,60.87,67.49,78.86,81.14,79.09,73.88,63.83,53.19,45.28
4011,40.82,44.12,49.54,56.44,62.66,73.79,76.12,74.28,69.31,59.32,49.11,41.87
4012,53.84,57.38,63.12,71.39,77.22,88.59,93.84,92.96,86.04,74.34,62.5,53.61
4013,53.4,56.5,62.59,70.23,76.3,87.52,92.32,90.98,84.92,73.57,62.2,53.63
4015,45.1,47.74,53.14,61.34,67.99,80.42,85.22,83.47,76.79,65.09,53.66,45.12
4017,33.08,37.13,44.19,51.72,58.6,70.42,75.17,73,66.66,54.1,42.64,33.67
4019,51.96,54.44,60.16,67.31,72.86,83.99,87.08,85.69,80.83,71.2,60.67,52.27
4021,51.71,54.89,60.73,68.38,75,86.12,89.48,87.87,82.66,72.36,60.99,52.12
4023,46.56,48.69,53.47,59.9,65.41,76.22,77.8,76.23,72.39,63.84,54.54,46.96
4025,43.81,46.13,51.1,58.62,64.39,76.21,80.66,78.78,72.96,62.2,51.78,44.08
4027,55.54,58.79,64.82,72.23,77.17,88.03,93.84,93.54,87.02,75.78,63.82,55.2
5001,43.22,46.59,55.86,62.26,71.88,79.03,82.19,80.72,76.39,65.17,52.98,47.66
5003,45.84,49.13,57.74,63.78,72.57,79.34,82.77,82,77.46,66.38,54.84,50.19
5005,37.07,40.01,49.61,57.27,66.07,74.89,79.31,76.38,71.89,59.63,48.28,42.12
5007,37.41,40.18,50.38,57.36,65.99,75.4,79.42,76.99,72.51,60,48.96,42.22
5009,36.78,39.61,49.3,56.88,65.54,74.48,78.59,75.98,71.56,59.09,48.09,41.58
5011,45.28,48.27,57.06,63.17,71.87,79,82.37,81.37,76.8,65.48,53.99,49.34
5013,44.44,47.47,56.34,62.41,71.29,78.61,82,80.81,76.36,64.72,53.23,48.48
5015,37.04,39.51,49.44,56.79,65.46,74.48,78.64,76.09,71.56,59.24,48.04,41.77
5017,45.32,48.86,57.49,63.63,72.8,79.41,82.66,81.56,77.4,66.26,54.64,49.94
5019,43.17,46.09,55.13,61.4,70.41,78.2,82.11,80.83,75.93,64.02,52.43,46.79
5021,38.04,40.83,50.69,58.67,68.8,77.67,81.09,77.8,73.6,61.46,48.99,42.88
5023,39.34,42.43,51.5,58.97,67.77,76.09,80.24,77.77,73.37,61.83,49.83,44.11
5025,43.68,46.7,55.56,61.83,71.11,78.41,81.89,80.49,76,64.46,52.61,47.89
5027,45.03,48.06,56.9,62.62,71.36,78.63,82.28,81.27,76.47,65.17,53.82,48.92
5029,40.14,43.66,52.74,59.99,69,77.46,81.87,79.7,74.83,62.51,50.43,44.41
5031,39.36,42.09,51.5,59.53,69.61,78.13,81.42,78.34,74.24,62.53,50.2,44.09
5033,39.26,42.38,52.08,59.2,67.82,77.1,81.41,79.27,74.77,62.36,50.32,43.8
5035,41.67,44.68,54.07,61.46,71.5,79.16,82.33,79.99,75.79,64.22,51.9,46.3
5037,40.68,43.58,53.04,60.77,70.72,78.66,81.98,79.33,75.14,63.53,51.12,45.57
5039,43.19,46.24,55.08,61.39,70.54,78.04,81.69,80.39,75.76,63.91,52.09,47.13
5041,43.81,47.3,56.27,62.62,72.11,78.98,82.16,80.73,76.53,65.49,53.62,48.47
5043,44.89,47.99,56.66,62.94,72.16,79,82.44,81.32,76.66,65.46,53.81,49.19
5045,40.24,43.6,52.83,60.28,69.38,77.89,82.08,79.87,75.14,62.74,50.67,44.76
5047,39.23,42.29,51.8,58.98,67.7,76.64,80.89,78.61,74.37,62.24,49.97,43.78
5049,37.07,40.21,49.66,57.66,66.32,75,79.48,76.43,72,59.77,48.26,41.78
5051,41.97,44.84,53.87,60.44,69.22,77.41,81.51,79.92,75.24,63.62,51.68,46.1
5053,42.66,45.82,54.81,61.26,70.57,78.21,82.21,80.77,76.06,64.16,51.94,46.8
5055,38.68,41.42,50.98,58.98,69.03,77.74,81.1,77.94,73.87,61.83,49.56,43.39
5057,43.79,46.8,55.86,61.77,70.7,78.31,82.04,80.84,76.13,64.48,53.04,47.72
5059,42.71,45.63,54.58,61.04,69.91,77.83,81.92,80.52,75.86,63.99,52.21,46.59
5061,42.61,45.59,54.56,60.72,69.6,77.44,81.27,80.17,75.38,63.6,52,46.47
5063,38.89,41.89,51.07,58.88,67.83,76.36,80.12,77.42,73.21,61.5,49.53,43.69
5065,37.59,40.67,49.76,57.52,66.27,74.99,79.26,76.46,71.98,60,48.32,42.39
5067,39.37,42.2,51.71,59.54,69.16,77.69,81.23,78.3,74,62.3,50,44.18
5069,43.03,46,55.23,61.59,71.12,78.48,82.16,80.67,76.17,64.62,52.42,47.26
5071,38.76,41.88,51.27,58.3,67.02,75.67,79.97,77.81,73.36,61.53,49.41,43.3
5073,45.6,48.48,57.51,62.97,71.72,79.27,82.83,81.82,77.22,65.76,54.54,49.39
5075,38.27,41.24,50.74,59.03,68.36,77.04,80.72,77.62,73.4,61.36,49.28,43.13
5077,42.27,45.36,54.73,61.74,71.52,79.01,82.07,79.99,75.96,64.64,52.36,46.94
5079,44,47.08,56.11,62.32,71.74,78.78,82.23,80.88,76.33,65.09,53.19,48.26
5081,44.7,47.71,56.84,62.47,71.23,79.11,82.77,81.77,77.06,65.44,53.99,48.53
5083,40.28,43.23,52.76,59.66,68.49,77.28,81.42,79.39,74.97,63.03,50.67,44.79
5085,41.84,44.89,54.2,61.13,70.7,78.7,82.42,80.6,76.1,64.11,51.83,46.23
5087,36.96,39.82,49.31,56.34,64.78,73.68,77.72,75.47,71.17,59.16,47.87,41.51
5089,36.83,39.91,49.6,57.28,66,74.92,79.13,76.32,71.82,59.36,48.19,41.84
5091,45.93,48.74,57.88,63.19,71.98,79.67,83.18,82.19,77.57,66.12,54.93,49.63
5093,40.12,43.06,52.4,60.26,70.53,78.73,81.56,78.82,74.8,63.24,50.87,44.86
5095,42.37,45.67,54.98,61.78,71.54,79.08,82.1,80.22,76.02,64.64,52.31,47.02
5097,41.61,44.37,53.4,60,68.66,76.71,80.97,79.49,74.68,63.07,51.33,45.64
5099,43.84,46.84,55.86,61.77,70.69,78.23,81.97,80.71,76.04,64.39,52.98,47.74
5101,36.79,39.74,49.09,56.31,64.87,73.37,77.52,75.16,70.71,58.82,47.63,41.51
5103,44.1,47.01,55.92,61.92,71.02,78.33,81.89,80.76,76.14,64.43,52.86,47.96
5105,41.18,44.52,53.59,60.39,69.4,77.8,82,80.16,75.34,63.29,51.09,45.39
5107,42.88,46.13,55.39,62.14,71.93,79.19,82.17,80.37,76.32,65.06,52.81,47.54
5109,42.2,45.18,54.07,60.49,69.52,77.34,81.3,80.06,75.09,63.29,51.73,46.06
5111,39.94,42.7,52.12,60.09,70.22,78.5,81.78,78.88,74.64,63.08,50.61,44.79
5113,40.96,43.79,52.83,59.1,67.57,75.58,79.8,78.6,73.96,62.21,50.84,45.06
5115,39.3,42.73,51.83,58.86,67.62,75.97,80.39,78.32,73.59,61.71,49.68,43.6
5117,41.92,45.2,54.4,61.32,70.98,78.89,82.23,80.17,75.87,64.18,51.9,46.46
5119,41.81,44.8,54.02,60.91,70.19,78.29,82.26,80.52,75.92,63.83,51.61,45.99
5121,37.56,40.6,50.27,58.67,67.87,76.73,80.63,77.47,73.1,60.73,48.61,42.43
5123,41.58,44.62,54.02,61.37,71.21,78.8,82.02,79.73,75.61,64.14,51.83,46.37
5125,41.86,44.89,53.86,60.51,69.64,77.72,81.78,80.3,75.59,63.67,51.5,45.99
5127,40.77,43.67,52.71,59.37,68.04,76.59,80.88,79.21,74.61,62.68,51.01,45.12
5129,37.1,40.26,49.58,57.07,65.68,74.21,78.47,75.74,71.11,59.2,47.76,41.93
5131,40.83,44,53.39,60.26,69.04,78.03,82.21,80.24,75.68,63.38,51.44,45.21
5133,43.57,46.66,55.68,61.57,70.31,78.3,82.03,80.98,76.26,64.51,52.9,47.33
5135,37.49,40.68,49.88,58.11,67.01,75.66,79.74,76.74,72.42,60.23,48.39,42.22
5137,38.07,40.97,50.04,57.48,66.19,74.77,79.01,76.36,71.97,60.31,48.51,42.87
5139,45.6,48.67,57.46,63.28,71.87,79,82.43,81.59,76.88,65.57,54.37,49.53
5141,38.39,41.6,50.74,58.04,66.79,75.21,79.56,77.11,72.44,60.63,48.77,42.94
5143,37.53,40.57,50.27,57.26,65.66,74.91,79,76.84,72.36,59.98,48.7,42.12
5145,40.5,43.89,52.88,60.48,69.71,78.14,81.9,79.34,74.83,63.07,50.97,45.18
5147,40.6,43.69,53.06,60.52,70.36,78.62,81.99,79.29,75.02,63.31,50.97,45.46
5149,41.06,44.19,53.41,60.17,68.96,77.47,81.63,79.73,75.16,63.4,51.03,45.3
6001,49.76,51.57,53.42,57.7,61.53,68.36,71.66,72.22,69.92,64.3,54.71,48.97
6003,32.98,32.57,34.82,40.7,46.61,56.5,63.44,62.89,56.33,47.4,38.27,32.66
6005,45.44,47.19,49.32,55.2,61.13,71.12,77.23,76.41,70.49,62.22,51.42,44.92
6007,47.11,49.19,51.74,58.12,64.99,73.82,78.69,77.72,72.58,63.37,51.98,45.82
6009,45.98,47.66,49.68,55.71,61.61,71.29,77.52,76.67,70.97,62.49,51.8,45.22
6011,47.78,51.12,53.22,60.23,67.1,75.63,79.76,79.19,73.63,64.91,53.5,46.81
6013,49.38,52.54,54.46,59.12,62.96,70.2,73.2,73.51,71.01,65.4,55.2,48.72
6015,42.66,42.3,44.44,48.96,55.13,61.94,67.79,68.21,62.23,55.21,46.21,41.27
6017,42.32,42.8,44.5,50.6,56.63,66.6,73.42,72.79,66.57,57.9,47.4,41.53
6019,42.48,44.4,47.2,53.74,59.28,69.32,75.38,74.41,68.41,58.91,48.89,42.01
6021,47,49.58,51.43,58.21,65.38,74.42,79.33,78.42,72.67,63.69,52.23,45.88
6023,44.86,44.93,47.44,51.78,56.73,63.17,68.49,69.26,64.74,57.19,48.2,43.44
6025,57.59,60.6,66.08,73.7,78.47,88.91,94.72,94.78,87.84,77.38,65.43,57.04
6027,43.67,46.51,51.04,59.67,66.12,78.02,83.88,82.38,74.49,62.94,51.39,43.17
6029,47.3,49.98,53.41,60.42,65.99,76.3,82.34,81.26,74.63,64.99,53.99,46.93
6031,48.89,52.41,56.74,63.33,69.08,78.21,83.66,82.58,76.63,66.9,55.1,48.23
6033,45.66,47.06,48.17,54.1,60.27,69.68,75.64,75.3,69.31,61.11,50.36,44.63
6035,32.9,34.17,37.86,44.52,51.9,61.33,68.93,68.06,59.66,49.08,38.13,31.48
6037,51.17,52.63,54.64,60.23,62.81,71.87,77.5,77.68,73.2,66.18,57.51,50.88
6039,43.1,44.97,47.82,54,59.99,69.91,75.86,74.78,68.79,59.37,49.2,42.68
6041,50.82,52.1,52.32,54.82,56.92,61.28,62.46,64.44,64.14,61.44,54.52,49.98
6043,42.52,43.94,46.03,52.49,58.44,68.82,75.1,74.17,68,58.78,48.62,42.09
6045,46.38,47.01,48.46,52.82,57.96,65.21,70.26,70.71,66.34,59.42,50.04,44.94
6047,48.88,51.67,55.27,61.12,66.64,75.2,79.77,78.88,74.38,65.79,54.68,48.02
6049,33.26,34.48,38.23,44.59,52.17,61.36,69.11,68.02,59.23,49.04,38.44,31.67
6051,30.73,31.54,34.72,41.9,48.06,58.66,65.59,64.28,56.97,46.56,37.4,30.54
6053,50.41,50.84,52.51,56.54,60.41,67.52,71.23,71.8,69.36,63.21,54.71,49.33
6055,48.84,50.97,52.63,57.81,62.82,70.41,73.63,73.98,70.97,64.08,53.41,47.57
6057,39.84,41.26,43.08,49.22,55.77,65.27,71.73,71.13,64.76,55.91,45.46,39.16
6059,57.53,58.17,59.16,62.9,63.61,69.29,74.34,75.5,74,70.04,63.29,57.61
6061,41.36,42.6,44.61,50.78,57.13,66.59,72.83,72.23,66.11,57.37,46.86,40.67
6063,34.49,35.26,38.04,44.54,51.66,61.07,67.74,67.42,60.13,50.17,39.33,33.23
6065,53.6,56,60.21,67.52,71.94,82.59,88.33,88.08,81.59,71.91,61.21,53.42
6067,49.21,52.32,55.69,61.51,67.16,75.13,78.61,78.08,74.09,65.96,54.67,48.33
6069,48.32,49.23,51.14,56.4,61.16,70.09,75.11,75.08,71.01,63.2,53.51,47.42
6071,49.43,52.72,57.58,65.73,71.59,83.37,88.77,87.68,80.27,69.02,57.21,48.98
6073,53.13,53.9,56.06,61.1,63.54,72.12,77.58,78.43,74.04,67.34,59.24,53.27
6075,51.92,53.57,54.02,56.34,57.82,61.62,62.48,64.51,64.78,62.21,55.84,51.27
6077,49.9,52.74,56.11,61.74,66.83,74.71,78.28,77.72,73.89,66.14,55.01,48.77
6079,50.27,50.74,52.82,57.87,61.21,69.28,73.99,73.87,70.38,63.79,55.4,49.72
6081,51.28,51.96,53.01,55.48,58.04,62.37,64.32,66.11,65.64,61.96,54.76,50.41
6083,51.39,51.23,52.64,56.86,58.89,65.54,70.64,70.92,68.74,63.74,56.56,50.97
6085,49.09,50.26,51.99,56.19,60.26,67.68,71.74,72.38,69.57,63.58,54.06,48.09
6087,51.41,51.71,52.99,55.84,58.68,63.71,66.3,68,67.14,62.62,54.94,50.33
6089,41.74,43.69,45.94,52.8,60.39,69.74,76.22,75.27,68.21,58.21,46.91,40.07
6091,34.89,35.48,37.93,44.2,50.82,60.18,66.97,66.44,59.77,50.41,40.19,33.92
6093,36.51,37.33,40.23,45.99,53.63,62.19,69.96,69.61,61.28,51.57,40.94,34.78
6095,49.54,52.61,55.11,60.33,65,71.98,74.42,74.66,71.92,65.37,54.73,48.57
6097,49.59,50.9,51.59,55.5,59.06,64.89,67.44,68.6,66.88,62.17,53.26,48.27
6099,49.03,51.38,54.61,60.47,65.78,74.27,78.73,77.92,73.52,65.37,54.37,47.92
6101,49.04,52.6,55.84,62.51,69.03,76.97,80.39,79.71,75,66.07,54.67,48.11
6103,45.54,47.61,49.59,56.34,63.54,73.16,78.81,77.79,71.47,62.17,50.78,44.33
6105,40.53,41.38,43.91,49.91,56.86,65.76,72.68,72.39,65.29,55.58,44.92,38.49
6107,40.96,42.74,45.5,51.96,57.61,67.94,74.28,73.23,66.93,57.52,47.63,40.81
6109,38.66,39.02,40.67,46.87,52.57,62.8,69.49,68.82,62.74,53.91,44.26,38.22
6111,49.69,49.7,50.84,55.6,58.14,65.94,72.24,72.66,69.1,62.86,55.22,49.2
6113,48.98,52.17,54.76,61.1,67.04,74.8,78.08,77.64,73.62,65.4,54.16,48.01
6115,47.37,50.36,52.67,59.06,65.67,74.62,79.52,78.5,73.03,64.22,53.1,46.62
8001,29.53,30.33,40.09,46.94,55.98,69.01,74.59,72.43,66.08,50.64,39.91,31.27
8003,20.76,27.18,36.6,43.26,51.5,61.81,65.98,63.63,58.22,45.92,34.27,23.82
8005,29.79,30.19,39.49,46.21,55.09,68.01,73.71,71.7,65.43,50.27,39.56,31.32
8007,25.79,28.23,35.6,42.69,50.38,61,65.53,63.78,58.32,46.54,36.16,26.8
8009,33.99,34.91,44.93,51.87,61.36,72.66,77.09,74.49,69.1,54.71,43.52,35.2
8011,32.94,34.39,44.73,52.41,61.92,73.6,78.28,75.73,70.04,54.71,43.49,34.02
8013,28.87,28.66,35.8,41.84,49.78,61.56,66.61,64.69,59.24,46.04,37.11,29.5
8014,32.58,33.04,41.46,47.94,56.38,69.18,74.13,72.28,65.92,51.36,41.94,33.86
8015,20.49,22.48,29.37,36.07,44.3,55.18,59.44,57.71,52.69,40.54,30.27,21.77
8017,30.88,31.28,42.02,49.39,59.14,71.37,76.08,73.71,68,52.46,41.41,32.04
8019,22.13,22.32,28.44,34.2,42.48,53.62,58.24,56.31,51.53,39.22,29.99,22.74
8021,21.6,25.49,33.24,39.67,47.78,57.92,61.96,59.8,54.84,43.5,32.73,23.48
8023,24.22,27.43,35.1,41.47,49.34,59.52,63.64,61.37,56.48,45.01,34.64,26.09
8025,31.47,32.87,43.16,50.64,60.14,71.99,77.06,74.57,68.63,53.18,41.73,32.23
8027,24.87,26.5,33.54,39.38,47.31,58.34,62.64,60.5,55.8,43.77,34.08,26.4
8029,27.12,30.59,38.72,45.63,54.21,65.94,70.73,68.64,62.1,48.41,37.76,27.96
8031,32.16,32.52,41.42,47.8,56.38,69.4,74.62,72.87,66.43,51.69,41.69,33.42
8033,26.33,28.14,35.06,41.84,49.47,60.58,65.16,63.18,57.31,45.56,35.39,27.17
8035,30.37,30.37,37.61,43.7,51.77,64.28,69.32,67.64,61.98,48.29,38.83,31.39
8037,21.58,23.54,30.76,37.28,46.13,56.78,61.97,60.11,54.46,41.6,31.2,21.91
8039,29.16,29.39,38.34,45.08,53.91,66.23,72.08,69.78,63.88,48.89,38.07,30.2
8041,30.79,30.92,39.2,45.61,54.17,66.19,70.97,68.99,63.42,49.18,39.38,31.58
8043,27.52,28.91,36.81,43.14,51.64,63.11,67.62,65.43,60.22,47.04,37.27,29.31
8045,24.98,26.94,34.72,41.19,50.08,61.83,67.53,65.41,58.8,44.8,34.41,25.53
8047,24.76,24.27,30.19,35.81,43.74,55.26,60.2,58.34,53.57,41.11,32.33,25.4
8049,19.12,20.81,28.27,35.31,44.13,54.63,59.66,57.74,52.21,39.68,29.49,19.93
8051,18.82,21.4,29.3,36.83,45.52,56.19,60.83,58.92,53.2,41.3,30.22,20.34
8053,20.6,21.69,27.8,34.33,42.08,52.6,56.4,54.63,49.9,39.54,29.46,21.27
8055,30.23,31.64,38.72,44.83,52.92,64.33,68.74,66.49,61.67,48.67,39.2,32.07
8057,19.12,20.01,27.69,34.47,43.31,53.91,59.07,57.3,51.6,38.47,28.84,19.7
8059,30.09,29.96,36.88,42.61,50.73,62.94,67.88,66.21,60.72,47.54,38.37,31.17
8061,31.52,32.41,43.2,50.8,60.48,72.4,77.06,74.64,68.98,53.54,42.09,32.53
8063,31.07,31.28,42.01,48.76,58.37,70.83,75.73,73.37,67.63,52.02,41.44,32.4
8065,18.01,19.13,25.6,32.07,40.74,51.16,55.42,53.52,48.63,37.07,26.89,18.47
8067,26.99,29.79,36.78,43.87,51.38,62.28,67.18,65.21,59.38,47.73,37.22,28.37
8069,26.38,25.82,33.18,39.21,47.4,59.4,64.74,62.78,57.04,43.81,34.49,26.74
8071,33.39,34.78,42.81,49.23,57.98,69.08,73.41,71.27,66.11,52.59,42.64,34.99
8073,30.18,30.73,40.66,47.48,56.99,68.99,74.46,72.02,66.24,50.77,39.89,31.03
8075,28.71,29.21,40.38,47.04,56.69,70.07,75.21,72.7,66.21,50.1,39.72,30.3
8077,27.73,31.07,39.27,45.99,54.89,67,72.33,69.99,62.87,48.74,38,28.51
8079,21.22,22.29,28.7,35.32,43,53.03,57.04,55.2,50.53,40.27,29.89,21.56
8081,22.46,24.96,34.46,41.96,51.58,63.57,70.24,67.81,59.91,45.3,34.42,23.69
8083,29.66,33.08,40.39,47.63,55.66,67.22,72.22,70.08,63.47,50.81,39.6,30.58
8085,28.11,31.43,39.41,46.42,55.11,67,71.88,69.6,62.92,49.27,38.46,29.06
8087,28.48,29.69,40.74,47.6,56.86,69.82,75.34,72.89,66.49,50.53,39.97,30.24
8089,33.27,34.78,44.6,51.93,61.2,72.97,77.53,75.22,69.51,54.41,43.43,34.31
8091,23.92,25.99,33.23,40.23,48.4,59.6,64.3,62.18,56.41,44.52,33.43,24.63
8093,20.76,22.51,29.5,35.49,44.03,55.12,59.59,57.52,52.56,40.42,30.62,22.57
8095,28.4,28.64,40.72,47.47,57.39,70.73,75.79,73.11,66.72,50.67,40.13,30.51
8097,20.91,22.3,28.93,35.53,44.16,54.79,59.71,57.92,52.53,40.2,29.99,21.33
8099,32.72,33.87,44.66,52.29,61.94,73.81,78.18,75.72,70,54.77,43.04,33.82
8101,33.48,34.49,43.52,50.64,59.5,71.24,76.06,73.71,68.08,53.51,42.84,34.57
8103,24.03,26.74,35.37,42.1,51.41,63.43,69.46,67.31,60.01,45.61,34.93,25.07
8105,20.32,24.8,32.91,39.61,47.77,57.63,61.44,59.59,54.67,43.44,32.17,22.59
8107,21.17,22.76,31.09,37.98,46.92,57.56,63.31,61.58,55.19,41.76,31.59,21.62
8109,19.48,22.91,31.22,38.22,46.47,57.04,61.22,59.33,54.26,42.41,31.27,21.38
8111,21.38,21.8,27.14,33.39,40.7,50.82,54.58,52.87,48.24,38.39,28.88,21.63
8113,27.08,29.44,36.69,43.4,51.5,62.79,67.46,65.33,59.19,46.96,36.6,27.88
8115,28.03,28.24,40.29,47.4,57.16,70.44,75.36,72.8,66.47,50.28,39.67,30.04
8117,19.21,20.48,27.04,33.31,41.96,52.3,57.04,55.14,50.19,37.98,28.02,19.58
