,FIPS,AVG Jan Temp,AVG Feb Temp,AVG Mar Temp,AVG Apr Temp,AVG May Temp,AVG June Temp,AVG July Temp,AVG Aug Temp,AVG Sept Temp,AVG Oct Temp,AVG Nov Temp,AVG Dec Temp,AVG Jan GHI,AVG Feb GHI,AVG Mar GHI,AVG Apr GHI,AVG May GHI,AVG June GHI,AVG July GHI,AVG Aug GHI,AVG Sept GHI,AVG Oct GHI,AVG Nov GHI,AVG Dec GHI,Total Solar Capacity MW-AC
0,01001,47.31,53.27,59.57,64.39,72.52,79.09,81.92,81.32,77.34,67.08,55.59,51.22,118.9753587,149.1249199,194.991396,240.8554983,273.851327,277.4777299,266.5860848,247.3798612,213.8126931,180.8441418,135.8206409,104.1150676,0.0
1,01003,52.09,57.18,63.42,67.1,74.53,80.42,82.49,82.08,78.73,70.26,60.1,56.29,126.7236427,157.4611663,205.8128159,248.3857991,279.0124835,274.2870714,257.3583234,241.3459648,215.9235748,190.9727773,146.78323,114.7850425,0.0
2,01005,48.59,54.62,60.56,64.78,72.5,78.73,81.24,80.64,76.81,67.74,56.83,52.21,123.465697,155.0743268,201.3274523,246.4856842,279.9433038,276.7635576,267.4659661,247.3353122,213.018245,182.8105799,141.1106647,108.8366975,0.0
3,01007,45.36,50.83,57.46,62.56,70.88,77.47,80.63,79.87,75.76,65.59,54.1,,114.9669653,144.0817888,190.1292496,236.8880872,269.9243704,278.7953485,266.2031558,247.9764288,213.564001,177.7773012,131.9410405,101.1826138,0.0
4,01009,43.48,48.8,55.48,61.42,69.97,76.84,80.0,78.84,74.6,64.43,52.62,48.04,108.9495103,136.9932216,183.7977269,234.998329,263.7909481,277.4689305,266.1063907,247.6835979,212.4687631,173.1212029,127.5482394,96.48303641,0.0
5,01011,47.98,54.2,60.11,64.44,72.17,78.53,81.16,80.59,76.63,67.19,56.29,51.78,122.2008791,153.3998424,200.2425404,245.5303976,277.9658107,278.3420995,269.5873532,248.805541,213.6937514,182.3347873,139.3254409,107.4664658,0.0
6,01013,49.0,54.54,61.2,64.73,72.52,78.89,81.48,80.9,76.96,67.69,56.58,52.77,122.1645179,153.3666159,201.5582012,244.3230862,276.5270738,277.555115,266.1674783,247.9663955,214.809463,185.1190643,140.4707553,108.8874603,0.0
7,01015,44.46,49.51,56.11,61.68,69.94,76.7,80.09,79.22,74.58,64.6,53.21,48.57,112.1018102,139.3216185,185.5678186,236.2992461,264.8292482,275.7837062,264.1576752,246.7339819,209.1591761,173.6685171,128.9375313,96.48495208,7.4
8,01017,44.91,50.66,56.44,61.43,69.56,76.54,79.87,79.02,74.23,64.18,53.39,48.76,118.4324059,148.3250051,192.7261387,240.9303678,272.5207013,278.1316337,268.5346452,247.5214451,210.5925924,177.9271513,134.0541302,103.7633261,79.2
9,01019,43.36,48.36,55.13,61.08,69.7,76.43,79.6,78.67,73.97,63.83,52.4,47.5,108.796261,136.6065361,182.2237423,233.5812155,263.9121917,276.8936828,263.9012171,245.8197028,209.0961067,170.9334648,125.7043269,93.8182652,0.0
10,01021,45.71,51.5,57.73,62.47,70.79,77.33,80.39,79.91,75.69,65.41,54.29,49.63,117.2654834,146.4702801,192.693182,239.2396555,271.9325058,278.4674844,266.9142799,248.0911664,212.879569,178.7136464,133.4625354,101.836815,0.0
11,01023,48.3,53.59,60.36,64.63,72.62,79.27,81.97,81.31,77.3,67.31,56.03,52.26,118.915994,149.53221,195.0777207,240.6176016,272.8314369,279.7835994,266.4165119,249.6896521,218.4516626,183.4946091,137.6116452,107.7756543,0.0
12,01025,49.3,54.38,61.27,65.13,72.79,79.02,81.76,81.43,77.38,67.72,57.08,53.09,121.1032691,152.1681321,198.5781278,243.6766633,274.2779854,277.753431,264.6024327,248.3792124,217.4004846,185.9205161,140.5936181,109.9050224,0.0
13,01027,44.09,49.48,55.84,60.89,69.08,75.64,79.0,78.1,73.58,63.88,52.67,48.2,115.0299142,143.5900051,188.9233324,238.2900036,268.3142157,276.1865069,263.9783227,246.3339547,209.2391996,176.2781326,131.715836,99.65326842,0.0
14,01029,43.88,49.06,55.47,60.86,68.93,75.54,78.86,78.06,73.29,63.62,52.39,48.11,113.0109377,140.331669,185.6153494,236.5091992,265.7369308,275.8953861,263.8949316,246.298853,207.9369249,173.2825326,128.9046198,97.15548588,0.0
15,01031,49.3,55.2,61.7,65.41,73.41,79.52,81.51,81.27,77.47,68.62,57.73,53.32,125.3840291,156.9666943,204.9611756,248.439751,279.9059606,276.081695,266.4159402,247.2485996,215.2376818,186.4378197,143.5470883,111.7372439,0.0
16,01033,42.14,46.51,54.19,60.31,69.19,76.58,80.14,78.37,73.62,63.24,51.24,46.63,103.8474084,131.7899289,178.376198,231.2572883,262.3339776,282.3677868,269.4308712,248.6257737,213.9144499,168.1258069,123.0344552,90.93887406,227.0
17,01035,50.1,55.51,62.0,65.42,72.92,79.21,81.64,81.26,77.2,68.29,57.63,53.89,123.3379325,153.9590614,202.8718733,244.6098643,275.4088315,274.6639229,262.6044324,246.016755,215.8887403,186.4274874,141.9944604,110.5536343,0.0
18,01037,45.32,51.06,57.28,62.2,70.5,77.1,80.23,79.52,75.27,65.18,53.86,49.23,116.9216711,145.7709804,191.8512481,238.7427458,271.1073026,278.3556449,266.388206,247.6144534,212.2898515,178.4975779,133.1748328,101.3895154,0.0
19,01039,49.84,55.49,61.82,65.52,73.21,79.49,81.66,81.33,77.48,68.54,57.87,53.84,125.3169471,156.465981,205.0349149,246.7029989,276.5438843,272.9847552,261.4258222,244.4621995,214.952619,187.3738225,143.6144384,112.3145517,0.0
20,01041,48.42,54.33,60.78,64.56,72.51,78.77,81.04,80.6,76.73,67.59,56.43,52.36,122.7790892,154.3020064,201.9686674,245.4826833,277.1873088,277.2903066,267.9483507,248.3221683,214.4851191,184.9337314,140.6995724,109.4226005,0.0
21,01043,42.68,47.89,54.69,60.86,69.37,76.5,79.62,78.48,74.2,63.87,51.88,47.5,107.2659534,136.0667052,182.9729623,234.4784898,263.433134,279.0053986,266.7620185,248.4509914,213.7972322,172.1973068,126.323136,95.40902605,0.0
22,01045,49.62,55.6,61.83,65.79,73.67,79.61,81.72,81.33,77.52,68.88,58.06,53.51,126.332811,157.6575102,204.8310945,249.6100288,282.1280429,276.4850008,266.7735851,247.0559019,215.0672164,185.9139178,144.2339243,111.9187532,10.6
23,01047,47.68,53.23,60.03,64.63,72.81,79.37,82.32,81.58,77.73,67.53,55.93,51.68,119.1874863,149.8196749,195.7700266,242.0711323,276.2876872,279.9342711,268.3129086,250.7637613,215.9918397,182.4850881,136.888549,105.5344384,0.0
24,01049,41.74,46.59,53.58,59.41,67.99,74.51,77.63,76.52,72.08,62.34,51.34,46.04,106.1615501,134.8565314,181.1649697,233.2148722,263.166131,278.1780231,264.4236593,245.2443858,209.5273426,170.4536644,124.210412,93.71000874,0.0
25,01051,47.21,53.3,59.28,64.14,72.26,78.86,81.73,81.03,77.01,66.81,55.5,51.04,119.066322,149.027967,194.8087093,241.3907938,273.6792861,278.9923233,268.2531153,248.5452635,213.1867483,180.2850672,135.6550271,103.8403433,0.0
26,01053,50.79,56.19,62.49,65.99,73.48,79.59,81.82,81.54,77.71,68.96,58.51,54.82,124.7501774,155.3124678,204.6472737,246.0534336,275.4663202,272.501299,258.9087449,242.7540559,215.8540028,188.3437319,143.9315485,112.5497437,0.0
27,01055,43.78,48.49,55.48,61.43,69.94,76.74,80.0,78.9,74.44,64.41,53.02,47.94,109.187738,136.7216293,183.1091891,234.4041175,263.5121011,277.0702551,265.1739465,246.5486739,210.9302975,172.5799783,126.9855943,94.70799274,0.0
28,01057,44.29,49.01,56.43,62.03,70.5,77.46,80.8,79.77,75.26,64.99,53.09,48.7,109.9027529,139.3815004,185.0770825,234.4703669,266.0950777,280.1135757,268.0142453,249.3833681,215.9472781,174.1573335,128.1072166,97.57534834,0.0
29,01059,41.99,46.54,54.24,60.24,68.84,76.13,79.53,78.08,73.24,63.04,51.3,46.68,105.7649562,133.722666,180.5711324,232.4942436,263.5390374,282.8542461,269.0870949,249.1846972,214.51767,169.5832466,124.6012746,93.10814073,0.0
30,01061,50.19,56.02,62.38,66.24,74.07,80.02,82.01,81.76,78.03,69.22,58.61,54.43,128.4178943,159.9385315,208.073656,251.0355291,282.9610267,275.7811534,264.6950595,245.568841,216.7902152,188.2797536,146.3971376,114.3322339,0.0
31,01063,46.08,51.01,58.38,63.26,71.76,78.72,81.68,80.94,76.86,66.36,54.63,50.09,114.8565484,144.5804105,190.7511363,237.1114044,271.3539914,284.289903,269.2163892,251.7210193,217.7645718,179.522716,132.446286,102.6701333,0.0
32,01065,46.04,51.17,58.29,63.27,71.69,78.46,81.44,80.63,76.61,66.4,54.68,50.02,115.9959922,146.1009163,191.9785337,238.5272652,272.8005015,283.480052,269.7398529,252.1563924,217.3976665,180.2567658,133.252309,103.1977486,0.0
33,01067,49.77,55.74,61.88,65.97,73.54,79.49,81.78,81.21,77.61,68.96,58.23,53.54,126.7765594,158.0696306,204.6776908,250.4687221,283.9610614,277.1421046,267.6456516,247.4045693,214.8560493,185.178439,144.2663001,111.9301497,0.0
34,01069,50.82,56.72,62.77,66.82,74.38,80.23,82.29,81.8,78.12,69.69,59.36,54.91,129.5905624,160.28896,207.9620393,252.9966728,286.4643747,276.4780545,267.2311093,246.6471937,216.7816877,187.8166695,146.8298482,114.8632327,0.0
35,01071,41.5,46.07,53.4,59.54,68.39,75.04,78.42,77.14,72.54,62.56,51.22,45.88,102.2528589,130.5630007,177.1575018,229.5635213,259.474333,279.1975785,264.5511103,246.4577449,209.2538671,167.5526966,121.0442251,90.67812443,0.0
36,01073,44.64,49.99,56.7,62.27,70.78,77.47,80.76,79.77,75.59,65.26,53.43,49.04,111.7368254,140.2393954,187.4060907,236.2788786,266.4319782,276.2658943,264.1431543,247.1657397,212.6849411,175.3256374,129.8534824,98.53698988,0.0
37,01075,44.28,49.03,56.73,62.09,70.9,77.91,81.26,80.07,75.62,65.11,52.96,48.64,109.2127547,138.6862074,184.2537947,233.5152852,266.8961146,283.0801119,269.2863235,250.3106243,217.6090932,173.6493798,127.4224181,96.58998587,0.0
38,01077,41.7,45.9,53.6,59.76,68.67,76.16,79.82,77.94,73.29,62.82,50.76,46.07,102.6742735,131.2256769,177.604538,230.5077694,261.4751456,282.9212745,269.8215858,248.2800741,214.1328369,167.5700954,122.1842258,89.84762755,75.0
39,01079,41.84,46.24,53.69,59.78,68.67,75.96,79.47,77.92,73.27,62.77,50.93,46.44,104.9911375,133.1660138,180.4349902,232.9625899,262.8004516,280.4348335,267.4892952,248.4947516,213.6486305,169.5574491,124.1083408,93.16268424,0.0
40,01081,46.3,52.1,57.96,62.73,70.7,77.31,80.42,79.59,75.22,65.32,54.73,50.08,120.0925012,150.8882561,195.308012,243.0066646,275.4782651,277.9072475,268.0220776,246.3327443,211.2595569,179.7527846,136.3706956,105.6580924,0.0
41,01083,41.84,46.06,53.63,59.89,68.9,76.27,79.82,78.17,73.48,63.01,51.16,46.43,102.5480571,130.9439998,178.5905199,232.2710389,262.659654,282.1536812,268.5846942,249.2967921,214.0905715,168.6162466,122.2467033,90.87951063,15.9
42,01085,48.47,54.39,60.79,65.3,73.18,79.7,82.5,81.8,77.9,67.97,56.38,52.34,120.7609715,152.0677735,198.2302933,243.8071286,276.7434387,279.605132,268.5394297,250.5435105,215.5195053,182.8024951,138.616238,106.72213,0.0
43,01087,47.37,53.62,59.43,64.1,72.0,78.56,81.54,80.77,76.66,66.57,55.81,51.2,120.6317766,151.0936616,197.0212782,243.3295366,276.0344712,278.9707841,269.8549823,248.2140816,212.7950756,180.6272868,137.3253155,105.8867665,0.0
44,01089,41.81,46.26,53.78,60.16,69.04,76.27,79.78,78.1,73.52,63.14,51.53,46.66,102.0590617,129.9599716,178.4367826,231.152279,261.4501049,279.901459,265.6314553,247.6360555,212.2342137,168.475917,121.7919699,91.03886219,10.0
45,01091,47.29,52.4,59.48,64.03,72.29,78.96,81.78,81.1,77.21,67.11,55.4,51.37,118.4745483,149.4591265,194.6410279,240.992385,274.4665348,280.5727309,268.5534474,250.550959,217.3207527,182.5304728,136.58931,106.4608855,0.0
46,01093,42.66,47.26,55.04,60.66,69.24,76.46,79.87,78.6,73.87,63.52,51.84,47.43,107.364608,136.22505,182.0355168,232.5884623,264.4306513,281.3003632,267.5745316,248.4342912,215.6177043,171.7181827,125.7046767,94.31364695,0.0
47,01095,42.77,47.41,54.68,60.71,69.36,76.32,79.49,78.13,73.81,63.76,52.47,47.34,105.5211347,133.7388434,180.9780118,233.1517168,262.2848294,280.3963981,267.3613672,247.817347,212.0580777,170.758212,124.5823679,93.56283651,0.0
48,01097,51.53,56.82,63.2,67.08,74.46,80.46,82.54,82.17,78.57,69.88,59.64,55.69,126.0195816,156.1799379,202.7833826,246.6331536,276.9842207,273.3319374,256.1168311,242.0557786,217.5520608,190.3763624,146.1192608,114.5101797,0.0
49,01099,49.98,55.23,61.96,65.56,73.22,79.44,81.92,81.6,77.57,68.23,57.62,53.72,122.2443959,153.0078971,201.1434704,244.0014866,275.3654393,277.2517376,264.2298273,248.3000136,216.3726473,186.0401877,141.4925842,110.1514087,0.0
50,01101,48.53,54.83,60.79,65.33,73.2,79.73,82.28,81.69,77.73,67.9,56.43,52.34,121.0835695,152.3396729,198.4613908,244.4512143,276.1734021,279.1133091,269.8848136,250.2122774,213.9878984,182.3768157,138.4879087,106.6690796,0.0
51,01103,42.33,46.88,54.17,60.42,69.27,76.52,79.84,78.4,73.93,63.5,51.66,47.01,104.698187,132.8420512,180.7324916,233.1644981,262.274773,280.0746444,266.753949,248.0395689,213.1864215,170.0479927,124.0457274,92.99832757,0.0
52,01105,46.33,51.76,58.64,63.46,71.82,78.37,81.42,80.66,76.71,66.47,54.87,50.32,117.0802608,147.2927753,192.8078584,239.1870562,273.3348624,280.789013,268.5741521,249.9309419,215.6136603,180.210977,134.131521,103.7267196,0.0
53,01107,45.37,50.46,57.82,62.87,71.66,78.67,81.79,80.86,76.59,66.01,54.16,49.56,112.1731526,141.6852741,187.864899,235.4949545,269.2716443,284.0051075,269.1574495,251.5899673,217.6703773,176.978799,130.2266078,99.84591443,0.0
54,01109,48.37,54.51,60.69,64.63,72.52,78.69,80.94,80.57,76.7,67.76,56.68,52.29,122.9467852,154.922007,202.0682016,246.6573364,278.8744129,277.8728793,268.5083955,247.9756058,214.3684091,184.3578614,141.0387957,109.3944926,0.0
55,01111,44.21,49.61,55.66,60.89,68.98,75.82,79.22,78.36,73.52,63.77,52.73,48.29,115.6001109,144.5818947,189.4868486,239.0793052,269.1530073,277.3111182,265.4690575,246.2994413,208.5701113,175.9295963,131.1174717,100.6991283,0.0
56,01113,47.68,53.54,59.44,63.83,71.78,78.18,81.11,80.31,76.36,66.52,55.76,51.37,121.8250911,152.8810392,198.2738548,244.2746626,278.0491956,277.9451792,267.5343643,246.4219351,211.7030348,180.6855045,138.3575134,107.0861348,30.0
57,01115,44.2,49.5,56.13,61.69,70.18,77.02,80.39,79.36,74.83,64.64,52.97,48.42,111.4613352,139.2897542,186.049935,236.3937593,264.6958098,276.4731496,264.9566264,247.1280743,211.4454435,174.8820998,129.0712965,96.49390239,0.0
58,01117,44.9,50.49,56.91,62.11,70.58,77.29,80.54,79.79,75.39,65.09,53.48,49.07,113.9301386,142.2912567,189.1185153,237.0729733,267.9677857,276.522891,264.7718709,245.9763424,211.5686051,176.6232768,130.9254691,98.68975114,0.0
59,01119,46.73,51.77,58.91,63.7,72.12,79.02,81.84,81.2,77.12,66.68,54.89,50.69,115.7136987,146.0622648,191.8673036,238.2786291,271.4963156,282.8382158,267.1671953,250.907623,218.0105973,180.7143435,134.0092892,104.0447508,0.0
60,01121,44.69,50.19,56.74,61.86,70.32,77.13,80.54,79.7,75.01,64.87,53.14,48.82,114.1497762,141.9030527,189.0417191,238.1358598,267.562085,276.2607756,265.0193515,247.5521037,210.484192,176.2120698,131.0488027,98.7364768,0.0
61,01123,45.14,50.97,57.03,62.0,70.19,76.92,80.29,79.33,74.91,64.73,53.71,49.08,117.826251,147.237889,192.5496817,240.4559187,272.361928,279.2629071,268.3946379,248.123167,212.340671,178.6062772,134.1741453,102.5997091,0.0
62,01125,45.43,50.51,57.42,62.93,71.26,78.07,81.16,80.21,76.12,65.96,54.02,49.57,112.7724025,142.1504037,188.742679,235.8299687,268.8002823,280.8117257,267.366531,249.2967138,215.4090562,177.4294041,130.8960541,100.570946,0.0
63,01127,43.84,48.81,56.04,61.82,70.12,77.11,80.48,79.52,75.04,64.67,52.86,48.4,109.719122,138.9532162,184.9160205,234.7382294,265.2763645,278.1655539,266.7524631,248.3056347,214.3896335,173.666287,128.0036767,96.96356115,0.0
64,01129,49.8,55.03,61.61,65.62,73.13,79.39,81.87,81.47,77.57,67.97,57.44,53.68,122.2651037,152.7995642,198.0706259,243.1363625,272.990166,276.193417,261.1535708,247.6949743,217.6307341,186.6936816,141.87022,111.2853372,0.0
65,01131,48.67,53.97,60.83,64.9,72.91,79.37,82.16,81.52,77.68,67.76,56.49,52.56,120.0308586,150.8358191,197.6887263,242.6170981,275.5709045,279.7207131,266.2063049,249.2808563,215.8140208,183.6449044,138.7602114,107.4633521,0.0
66,01133,42.02,46.71,54.22,60.09,68.52,75.79,79.09,77.98,73.32,63.0,51.46,46.92,107.2650939,136.1950362,182.1793977,232.8145015,262.9595466,278.3050159,266.0266034,248.1284083,214.5494973,171.4659208,125.6348055,94.91398577,0.0
67,04001,32.31,36.02,42.63,49.62,57.01,68.6,73.0,70.79,64.61,52.68,41.39,33.04,131.7887355,170.2587587,232.3654771,287.8561357,326.9610182,346.3419668,288.7096653,263.3274184,240.8820365,196.3546408,148.1872819,117.2326922,13.62
68,04003,45.03,48.3,54.07,61.03,67.28,78.17,79.73,77.93,73.18,63.91,53.86,46.0,155.186815,194.7409886,254.9877642,311.6365848,343.760176,340.339266,282.5880205,267.4102342,247.5956409,216.4088003,170.0281693,143.2830096,143.2
69,04005,34.93,38.38,44.61,52.41,58.92,71.09,75.74,73.52,67.01,54.83,43.84,35.34,129.6253639,168.1680251,232.4839621,286.9897777,327.6934382,351.4579902,291.7641248,264.3001797,244.4944955,195.1547552,146.7010153,115.4403128,0.0
70,04007,43.93,46.53,51.77,59.3,65.21,76.41,80.32,78.36,73.12,62.84,52.29,44.48,137.3545084,173.9405853,235.5456065,294.2503652,335.481523,350.1456871,288.4837253,269.3626242,246.5219519,202.7915504,153.9392906,124.8847336,0.0
71,04009,44.34,47.51,53.44,60.87,67.49,78.86,81.14,79.09,73.88,63.83,53.19,45.28,145.5464345,183.9914735,245.3798387,302.8971049,339.6102181,345.0825521,289.7187498,271.729335,247.5610629,209.7201671,161.8250263,134.0617834,0.0
72,04011,40.82,44.12,49.54,56.44,62.66,73.79,76.12,74.28,69.31,59.32,49.11,41.87,145.1806004,183.8601849,243.6649098,299.2874614,334.6419139,337.2849791,276.6303459,261.5145514,242.6292424,206.2276518,160.1922497,133.0605169,0.0
73,04012,53.84,57.38,63.12,71.39,77.22,88.59,93.84,92.96,86.04,74.34,62.5,53.61,142.8321688,182.6776849,244.6996977,301.4543705,338.1941253,353.3902119,314.8896726,289.9046786,257.417346,207.8522792,157.5542248,128.4021566,32.5
74,04013,53.4,56.5,62.59,70.23,76.3,87.52,92.32,90.98,84.92,73.57,62.2,53.63,142.9363455,182.2607985,242.3327966,301.28937,338.2438928,352.4493612,310.5286513,286.1700713,256.1047671,207.7425755,157.9013713,129.4103034,1019.7199999999999
75,04015,45.1,47.74,53.14,61.34,67.99,80.42,85.22,83.47,76.79,65.09,53.66,45.12,129.0163703,165.4794001,231.2862999,287.914302,331.7557637,354.5449625,308.7533127,283.8092745,252.6833615,195.6504742,145.5839752,114.611127,65.0
76,04017,33.08,37.13,44.19,51.72,58.6,70.42,75.17,73.0,66.66,54.1,42.64,33.67,132.0595229,171.8076446,234.2661335,291.1374933,330.5453294,351.1315815,294.7516738,268.6396862,246.1614879,198.5060165,149.3906819,117.1834759,55.3
77,04019,51.96,54.44,60.16,67.31,72.86,83.99,87.08,85.69,80.83,71.2,60.67,52.27,152.7899706,191.6649575,252.1752965,309.3111787,343.882418,348.8194546,292.0729431,274.9424297,253.1540066,215.4768087,167.4511291,139.5165318,248.16
78,04021,51.71,54.89,60.73,68.38,75.0,86.12,89.48,87.87,82.66,72.36,60.99,52.12,144.9025739,183.7228093,244.0708531,303.0316234,340.0311855,350.1546604,300.4888877,279.8846857,252.9591455,209.8946632,160.3744396,132.2144237,375.0
79,04023,46.56,48.69,53.47,59.9,65.41,76.22,77.8,76.23,72.39,63.84,54.54,46.96,157.0127226,195.6508829,256.0020393,313.0684751,344.9977829,339.8510527,264.578242,257.3028954,244.24089,216.8073475,172.2435727,144.123154,6.0
80,04025,43.81,46.13,51.1,58.62,64.39,76.21,80.66,78.78,72.96,62.2,51.78,44.08,135.061232,172.2757312,233.7801029,292.1349329,333.7242891,354.8203434,296.0965259,270.524247,248.7379048,201.1553259,151.8255248,121.1208007,44.4
81,04027,55.54,58.79,64.82,72.23,77.17,88.03,93.84,93.54,87.02,75.78,63.82,55.2,149.8451256,189.8778121,251.1099847,306.6945339,340.3140919,352.1618827,316.6084186,293.9897252,260.7651516,213.6135138,162.9398795,135.3801869,357.44
82,05001,43.22,46.59,55.86,62.26,71.88,79.03,82.19,80.72,76.39,65.17,52.98,47.66,106.7738154,136.1017934,181.1619189,233.7802985,262.3786449,291.3274643,281.4282939,262.0376345,220.5243937,170.6898463,122.1963609,97.0987707,81.0
83,05003,45.84,49.13,57.74,63.78,72.57,79.34,82.77,82.0,77.46,66.38,54.84,50.19,110.8736522,138.6690149,186.19775,237.0722327,264.5747961,289.4574872,277.1297097,257.6508193,220.5347697,176.9596405,127.5682269,99.30491786,0.0
84,05005,37.07,40.01,49.61,57.27,66.07,74.89,79.31,76.38,71.89,59.63,48.28,42.12,103.5353902,132.510357,176.128258,224.5515995,250.5951944,282.6021098,272.3331165,253.4878213,211.6824787,159.8325905,114.7917268,89.6686694,0.0
85,05007,37.41,40.18,50.38,57.36,65.99,75.4,79.42,76.99,72.51,60.0,48.96,42.22,104.4494604,134.0024294,173.9104454,221.3723656,249.3114665,281.7990859,282.1254504,258.4340413,215.3564678,159.9137798,115.8146403,90.89146507,0.0
86,05009,36.78,39.61,49.3,56.88,65.54,74.48,78.59,75.98,71.56,59.09,48.09,41.58,104.6855077,133.4747516,176.2241552,225.4427951,250.6299812,280.4302108,272.8682728,253.9549586,212.6194041,160.6775682,115.7247099,92.03075805,0.0
87,05011,45.28,48.27,57.06,63.17,71.87,79.0,82.37,81.37,76.8,65.48,53.99,49.34,110.0771679,136.8056751,183.7032697,233.509445,259.731139,287.0239477,275.6168052,255.8178622,218.4165433,174.1466112,125.1256034,99.78958958,0.0
88,05013,44.44,47.47,56.34,62.41,71.29,78.61,82.0,80.81,76.36,64.72,53.23,48.48,109.8603962,135.7051661,182.1375032,232.1264997,257.6450127,286.0908015,277.2554843,255.871874,217.60006,172.7536391,124.1700862,99.41662998,12.5
89,05015,37.04,39.51,49.44,56.79,65.46,74.48,78.64,76.09,71.56,59.24,48.04,41.77,104.7052364,133.7802778,175.3791713,224.5199207,249.7024319,280.4997572,275.2763634,254.963655,212.8343445,160.3131572,115.6030799,92.25487633,0.0
90,05017,45.32,48.86,57.49,63.63,72.8,79.41,82.66,81.56,77.4,66.26,54.64,49.94,110.1580563,139.0602595,187.9410095,238.7778348,267.2678858,292.1566453,281.4207263,260.9368118,223.1596955,178.8100351,128.9321631,99.06429207,100.0
91,05019,43.17,46.09,55.13,61.4,70.41,78.2,82.11,80.83,75.93,64.02,52.43,46.79,109.0880759,134.4937771,177.7194929,228.2274192,250.6013632,282.6178136,277.1722906,257.172214,217.2977038,167.4329358,119.526593,97.52738223,0.0
92,05021,38.04,40.83,50.69,58.67,68.8,77.67,81.09,77.8,73.6,61.46,48.99,42.88,100.7030345,130.7130141,175.8983431,229.1090797,259.1417345,290.3443723,278.8212332,257.4742091,212.4116769,160.4760875,112.2649267,87.30753027,0.0
93,05023,39.34,42.43,51.5,58.97,67.77,76.09,80.24,77.77,73.37,61.83,49.83,44.11,105.0193427,135.0618976,178.4142137,225.8599173,250.8935981,283.0176458,270.9672937,252.5823878,212.8554886,162.2719615,115.5857357,93.43369373,0.0
94,05025,43.68,46.7,55.56,61.83,71.11,78.41,81.89,80.49,76.0,64.46,52.61,47.89,108.3373378,134.9696128,181.3768537,231.385151,257.2827063,287.0423439,276.7015903,256.6028074,218.1464482,170.5337344,122.1408233,98.39552307,0.0
95,05027,45.03,48.06,56.9,62.62,71.36,78.63,82.28,81.27,76.47,65.17,53.82,48.92,111.7987502,137.0869227,182.4548364,233.5250705,258.2479751,284.278444,279.6888586,260.7970755,219.898108,173.7120154,124.8030297,101.1788933,0.0
96,05029,40.14,43.66,52.74,59.99,69.0,77.46,81.87,79.7,74.83,62.51,50.43,44.41,105.8340017,134.9021729,177.7746616,225.6701905,250.0252231,280.2410047,274.6525798,255.6953504,215.5460522,163.8378968,116.5216858,94.47350496,0.0
97,05031,39.36,42.09,51.5,59.53,69.61,78.13,81.42,78.34,74.24,62.53,50.2,44.09,102.1258993,132.4092493,177.5292159,230.1307978,261.8907831,292.3492324,278.422879,258.2005769,214.4355371,163.2163253,114.8219346,89.66566269,0.0
98,05033,39.26,42.38,52.08,59.2,67.82,77.1,81.41,79.27,74.77,62.36,50.32,43.8,106.0710166,134.7504917,174.3545665,221.3640637,246.1631612,277.7288539,281.3027127,258.5082532,216.3346159,161.6231998,116.161855,93.784777,0.0
99,05035,41.67,44.68,54.07,61.46,71.5,79.16,82.33,79.99,75.79,64.22,51.9,46.3,102.4029844,130.7088324,176.6020753,229.9831622,262.6544402,290.115541,278.9387761,260.2774435,216.4875241,166.8233533,117.5543295,90.233782,0.0
100,05037,40.68,43.58,53.04,60.77,70.72,78.66,81.98,79.33,75.14,63.53,51.12,45.57,103.0902219,132.327663,177.8851855,230.6227437,261.8966792,291.8111344,279.413974,260.7092188,216.434659,165.6326431,116.9051457,91.43476574,0.0
101,05039,43.19,46.24,55.08,61.39,70.54,78.04,81.69,80.39,75.76,63.91,52.09,47.13,109.137993,135.1200365,179.998042,230.4996518,253.950992,285.4984611,277.0920588,256.1272407,217.7787903,169.2519366,121.3838827,98.69621429,0.0
102,05041,43.81,47.3,56.27,62.62,72.11,78.98,82.16,80.73,76.53,65.49,53.62,48.47,108.0894542,137.8257662,185.3017141,236.5031485,266.5823381,293.0372489,281.7479689,262.601362,222.3336303,175.1138916,125.6489709,98.11713633,0.0
103,05043,44.89,47.99,56.66,62.94,72.16,79.0,82.44,81.32,76.66,65.46,53.81,49.19,109.2861321,137.1958284,184.8184565,234.9969752,262.8908746,289.4150026,275.8436752,257.1602475,219.6103816,174.6742939,125.6299923,98.8210494,0.0
104,05045,40.24,43.6,52.83,60.28,69.38,77.89,82.08,79.87,75.14,62.74,50.67,44.76,106.1932952,134.8367033,178.8691021,226.6773476,251.5454164,282.5938759,274.4952876,255.6179641,215.4488638,164.3017208,116.8429645,94.98465129,0.0
105,05047,39.23,42.29,51.8,58.98,67.7,76.64,80.89,78.61,74.37,62.24,49.97,43.78,106.6799724,135.3073412,175.3249901,222.8692356,246.8929847,277.1041286,278.6107773,257.4741298,216.7080128,162.6547586,116.2015448,94.56970941,5.0
106,05049,37.07,40.21,49.66,57.66,66.32,75.0,79.48,76.43,72.0,59.77,48.26,41.78,103.75646,132.8333842,176.9371841,225.6315554,251.9441184,283.386901,272.8427378,253.6855168,211.9152319,159.686611,114.5189092,90.42320872,0.0
